PAYMENT_ID,ORDER_ID,PAYMENT_STATUS,PAYMENT_AT,PAYMENT_AMOUNT
14268,14268,SUCCESS,2023-11-12 04:00:00,1631.58
14269,14269,SUCCESS,2024-12-31 11:20:00,1758.71
14270,14270,SUCCESS,2023-01-20 02:02:00,2229.13
14271,14271,SUCCESS,2023-11-08 15:50:00,2721.24
14272,14272,SUCCESS,2023-07-11 09:13:00,1703.78
14273,14273,SUCCESS,2023-09-02 15:05:00,2607.58
14274,14274,SUCCESS,2024-08-16 10:11:00,2082.11
14275,14275,SUCCESS,2023-04-21 15:17:00,2073.69
14276,14276,SUCCESS,2024-11-29 06:44:00,201.16
14277,14277,SUCCESS,2024-01-18 16:41:00,1051.1
14278,14278,FAILED,2024-10-23 18:27:00,3267.93
14279,14279,SUCCESS,2023-03-21 11:05:00,3123.72
14280,14280,SUCCESS,2023-12-10 08:18:00,237.82
14281,14281,SUCCESS,2024-07-05 06:54:00,2276.01
14282,14282,FAILED,2024-08-28 11:45:00,664.69
14283,14283,SUCCESS,2024-12-16 12:32:00,1795.88
14284,14284,SUCCESS,2024-12-29 18:22:00,3341.24
14285,14285,REFUNDED,2023-09-12 02:33:00,1359.57
14286,14286,REFUNDED,2024-05-13 08:23:00,1146.42
14287,14287,FAILED,2024-10-20 17:03:00,4144.09
14288,14288,SUCCESS,2023-07-31 17:49:00,4242.2
14289,14289,SUCCESS,2023-12-10 20:56:00,287.92
14290,14290,REFUNDED,2023-03-28 10:45:00,3658.07
14291,14291,SUCCESS,2024-07-09 06:24:00,2080.73
14292,14292,SUCCESS,2023-02-17 08:32:00,1398.78
14293,14293,SUCCESS,2023-01-07 12:21:00,2095.68
14294,14294,SUCCESS,2023-06-03 04:30:00,2038.12
14295,14295,SUCCESS,2024-02-11 00:06:00,2983.4
14296,14296,REFUNDED,2024-07-28 02:28:00,1707.22
14297,14297,REFUNDED,2024-07-27 15:42:00,621.85
14298,14298,SUCCESS,2024-03-10 04:30:00,1397.05
14299,14299,SUCCESS,2024-01-08 16:16:00,645.66
14300,14300,FAILED,2023-06-03 22:22:00,688.84
14301,14301,SUCCESS,2023-05-11 15:59:00,3396.13
14302,14302,SUCCESS,2023-10-07 22:23:00,1320.75
14303,14303,SUCCESS,2024-02-13 16:17:00,841.49
14304,14304,SUCCESS,2024-05-10 15:42:00,2325.36
14305,14305,SUCCESS,2023-10-03 16:22:00,891.58
14306,14306,SUCCESS,2023-06-17 16:02:00,3982.69
14307,14307,SUCCESS,2024-12-14 03:29:00,1753.94
14308,14308,SUCCESS,2024-02-27 08:14:00,3208.27
14309,14309,SUCCESS,2023-01-03 20:00:00,2205.45
14310,14310,SUCCESS,2024-06-06 09:42:00,162.98
14311,14311,SUCCESS,2024-08-17 23:55:00,1960.42
14312,14312,SUCCESS,2023-06-16 23:40:00,1346.73
14313,14313,REFUNDED,2024-11-07 22:23:00,397.65
14314,14314,SUCCESS,2023-03-24 04:26:00,1648.27
14315,14315,SUCCESS,2024-04-27 11:50:00,2474.8
14316,14316,SUCCESS,2024-03-04 01:02:00,733.24
14317,14317,FAILED,2024-10-11 03:40:00,1058.14
14318,14318,SUCCESS,2023-01-15 18:52:00,271.58
14319,14319,SUCCESS,2024-06-19 05:34:00,1949.04
14320,14320,SUCCESS,2024-02-06 23:40:00,2539.58
14321,14321,SUCCESS,2023-10-15 18:19:00,3490.24
14322,14322,REFUNDED,2024-09-27 21:01:00,993.76
14323,14323,REFUNDED,2023-12-15 20:02:00,1453.56
14324,14324,SUCCESS,2024-07-29 07:44:00,2612.88
14325,14325,SUCCESS,2023-07-09 14:47:00,2246.28
14326,14326,SUCCESS,2024-07-27 06:09:00,1486.36
14327,14327,SUCCESS,2024-10-10 10:13:00,1520.35
14328,14328,SUCCESS,2024-05-25 14:11:00,3134.71
14329,14329,FAILED,2024-08-08 11:08:00,637.25
14330,14330,FAILED,2024-12-06 17:27:00,1433.89
14331,14331,REFUNDED,2024-11-18 06:27:00,1759.7
14332,14332,SUCCESS,2023-07-05 01:11:00,2518.86
14333,14333,SUCCESS,2023-12-29 14:56:00,1780.83
14334,14334,SUCCESS,2024-12-17 05:04:00,2923.59
14335,14335,REFUNDED,2023-03-08 08:10:00,3289.65
14336,14336,FAILED,2024-06-14 21:35:00,517.82
14337,14337,SUCCESS,2023-02-28 06:14:00,1225.53
14338,14338,REFUNDED,2024-11-15 10:58:00,2537.92
14339,14339,REFUNDED,2024-09-26 23:51:00,2271.16
14340,14340,SUCCESS,2023-11-03 06:26:00,710.48
14341,14341,SUCCESS,2023-08-12 23:34:00,2477.4
14342,14342,FAILED,2023-11-16 04:12:00,331.79
14343,14343,SUCCESS,2024-08-29 03:49:00,547.33
14344,14344,SUCCESS,2023-02-24 03:47:00,1458.0
14345,14345,SUCCESS,2023-09-17 17:13:00,2896.31
14346,14346,SUCCESS,2024-12-05 09:55:00,3931.79
14347,14347,SUCCESS,2024-05-28 20:52:00,1146.37
14348,14348,SUCCESS,2024-10-15 02:20:00,518.52
14349,14349,SUCCESS,2023-04-22 17:26:00,783.27
14350,14350,SUCCESS,2024-05-04 01:03:00,1062.5
14351,14351,SUCCESS,2024-01-12 10:38:00,2059.22
14352,14352,SUCCESS,2023-07-28 14:30:00,1302.45
14353,14353,SUCCESS,2023-03-12 05:49:00,2080.02
14354,14354,FAILED,2023-09-14 01:03:00,2478.48
14355,14355,SUCCESS,2024-07-22 03:54:00,2010.33
14356,14356,SUCCESS,2024-01-30 05:18:00,1185.58
14357,14357,REFUNDED,2023-06-21 08:46:00,1023.33
14358,14358,SUCCESS,2023-12-31 21:29:00,2516.1
14359,14359,SUCCESS,2024-12-12 20:20:00,1309.91
14360,14360,FAILED,2024-02-27 12:14:00,1550.02
14361,14361,FAILED,2024-04-02 21:44:00,428.53
14362,14362,SUCCESS,2023-04-02 03:45:00,1703.32
14363,14363,SUCCESS,2024-01-06 10:32:00,660.32
14364,14364,REFUNDED,2023-08-06 03:06:00,979.61
14365,14365,SUCCESS,2024-05-29 01:43:00,2098.88
14366,14366,REFUNDED,2023-08-22 03:37:00,2666.4
14367,14367,SUCCESS,2024-04-14 06:55:00,1645.76
14368,14368,SUCCESS,2024-08-30 16:31:00,1835.09
14369,14369,SUCCESS,2024-10-26 18:15:00,891.14
14370,14370,REFUNDED,2023-02-12 10:58:00,1792.46
14371,14371,SUCCESS,2023-01-09 12:59:00,745.36
14372,14372,SUCCESS,2024-08-26 20:52:00,2678.14
14373,14373,SUCCESS,2024-02-25 05:19:00,3458.24
14374,14374,SUCCESS,2023-08-17 20:02:00,1813.66
14375,14375,SUCCESS,2023-10-01 14:22:00,1934.11
14376,14376,SUCCESS,2023-11-04 15:20:00,943.0
14377,14377,SUCCESS,2024-06-23 22:28:00,1327.4
14378,14378,SUCCESS,2023-03-09 18:02:00,690.34
14379,14379,SUCCESS,2023-07-19 07:48:00,1946.1
14380,14380,FAILED,2023-01-07 22:56:00,704.6
14381,14381,REFUNDED,2024-02-16 16:28:00,1701.58
14382,14382,SUCCESS,2024-05-03 02:35:00,735.81
14383,14383,FAILED,2023-01-02 10:03:00,975.28
14384,14384,SUCCESS,2024-12-03 00:39:00,4434.56
14385,14385,SUCCESS,2023-12-01 18:39:00,2304.36
14386,14386,SUCCESS,2023-12-24 20:29:00,1655.95
14387,14387,SUCCESS,2024-03-24 22:53:00,864.81
14388,14388,SUCCESS,2023-12-11 22:50:00,3148.27
14389,14389,SUCCESS,2023-10-05 02:18:00,2961.94
14390,14390,SUCCESS,2023-10-03 03:35:00,1272.7
14391,14391,SUCCESS,2024-12-20 16:07:00,939.36
14392,14392,SUCCESS,2024-01-14 03:26:00,1987.53
14393,14393,REFUNDED,2023-09-22 22:42:00,2700.56
14394,14394,SUCCESS,2024-11-13 03:34:00,726.83
14395,14395,REFUNDED,2024-04-28 12:42:00,1254.48
14396,14396,REFUNDED,2023-04-05 19:27:00,1595.76
14397,14397,REFUNDED,2023-09-12 05:42:00,168.34
14398,14398,SUCCESS,2023-07-29 09:08:00,145.73
14399,14399,SUCCESS,2024-07-31 13:21:00,1888.12
14400,14400,FAILED,2024-04-14 09:40:00,3638.65
14401,14401,REFUNDED,2024-06-13 11:09:00,2778.31
14402,14402,REFUNDED,2024-04-17 22:27:00,1209.38
14403,14403,SUCCESS,2023-12-04 16:16:00,2733.88
14404,14404,REFUNDED,2024-03-07 19:17:00,2738.68
14405,14405,SUCCESS,2024-12-23 20:59:00,2095.23
14406,14406,SUCCESS,2023-12-24 14:39:00,1197.72
14407,14407,SUCCESS,2024-12-12 23:55:00,1629.54
14408,14408,REFUNDED,2024-09-28 05:46:00,1542.33
14409,14409,SUCCESS,2024-10-21 13:44:00,160.79
14410,14410,SUCCESS,2023-07-17 12:45:00,479.0
14411,14411,SUCCESS,2024-07-08 22:20:00,2433.68
14412,14412,REFUNDED,2024-09-13 22:14:00,3774.64
14413,14413,REFUNDED,2023-07-16 07:40:00,882.22
14414,14414,SUCCESS,2023-01-24 00:56:00,907.24
14415,14415,REFUNDED,2024-08-28 03:28:00,1768.25
14416,14416,FAILED,2023-08-13 20:57:00,1678.09
14417,14417,SUCCESS,2023-06-27 12:07:00,2075.54
14418,14418,REFUNDED,2024-04-10 02:18:00,1160.75
14419,14419,SUCCESS,2024-07-25 03:04:00,795.16
14420,14420,SUCCESS,2024-08-28 11:19:00,2963.07
14421,14421,REFUNDED,2024-08-14 15:31:00,2138.37
14422,14422,SUCCESS,2024-08-29 09:01:00,2445.64
14423,14423,SUCCESS,2023-06-01 05:25:00,1124.07
14424,14424,SUCCESS,2023-02-19 07:30:00,350.42
14425,14425,SUCCESS,2023-09-12 02:52:00,288.83
14426,14426,SUCCESS,2024-01-13 15:40:00,2009.26
14427,14427,SUCCESS,2024-08-15 06:17:00,1919.91
14428,14428,SUCCESS,2023-07-22 21:33:00,929.45
14429,14429,SUCCESS,2024-01-06 12:25:00,2710.64
14430,14430,REFUNDED,2024-05-14 16:33:00,289.54
14431,14431,SUCCESS,2024-10-15 17:20:00,2592.41
14432,14432,SUCCESS,2024-12-28 15:23:00,440.11
14433,14433,SUCCESS,2023-04-01 14:41:00,1181.61
14434,14434,REFUNDED,2024-06-22 16:28:00,2194.65
14435,14435,FAILED,2024-07-29 05:58:00,3859.49
14436,14436,SUCCESS,2023-12-15 18:14:00,1300.95
14437,14437,SUCCESS,2023-02-02 18:46:00,2790.7
14438,14438,FAILED,2024-07-07 11:34:00,1865.13
14439,14439,SUCCESS,2023-04-22 12:48:00,2592.13
14440,14440,SUCCESS,2024-10-14 21:44:00,2637.14
14441,14441,FAILED,2024-09-01 21:16:00,1730.75
14442,14442,SUCCESS,2024-04-11 06:36:00,1658.45
14443,14443,SUCCESS,2023-04-08 15:23:00,867.12
14444,14444,SUCCESS,2024-05-26 14:30:00,4155.0
14445,14445,FAILED,2024-09-28 13:05:00,3042.8
14446,14446,REFUNDED,2024-01-18 21:18:00,1295.57
14447,14447,SUCCESS,2024-09-23 10:18:00,1897.09
14448,14448,SUCCESS,2024-12-28 02:13:00,730.84
14449,14449,SUCCESS,2024-03-04 09:27:00,1309.29
14450,14450,SUCCESS,2024-05-05 13:55:00,2093.99
14451,14451,SUCCESS,2024-06-06 05:35:00,3300.83
14452,14452,FAILED,2023-12-13 16:15:00,1996.04
14453,14453,SUCCESS,2024-04-24 04:59:00,637.0
14454,14454,SUCCESS,2023-11-04 15:23:00,3052.34
14455,14455,SUCCESS,2024-07-30 19:58:00,1110.87
14456,14456,SUCCESS,2023-08-18 23:15:00,2127.57
14457,14457,SUCCESS,2023-09-06 10:39:00,3075.9
14458,14458,FAILED,2024-03-20 10:51:00,2457.33
14459,14459,SUCCESS,2023-07-28 08:11:00,3224.93
14460,14460,SUCCESS,2024-02-07 23:16:00,1150.75
14461,14461,SUCCESS,2024-08-05 05:24:00,3279.62
14462,14462,SUCCESS,2024-08-13 20:37:00,3030.67
14463,14463,SUCCESS,2024-09-04 17:52:00,1125.74
14464,14464,SUCCESS,2023-04-14 22:41:00,2999.54
14465,14465,SUCCESS,2024-11-17 06:37:00,1644.29
14466,14466,FAILED,2023-10-01 00:34:00,1478.32
14467,14467,SUCCESS,2023-11-19 12:27:00,577.02
14468,14468,SUCCESS,2023-07-27 16:24:00,1557.68
14469,14469,REFUNDED,2023-09-10 15:00:00,228.73
14470,14470,SUCCESS,2023-06-25 16:24:00,1396.2
14471,14471,SUCCESS,2023-04-18 21:54:00,2553.43
14472,14472,SUCCESS,2024-04-26 19:03:00,1825.4
14473,14473,SUCCESS,2023-12-04 08:07:00,1559.06
14474,14474,FAILED,2023-04-14 03:51:00,183.68
14475,14475,SUCCESS,2023-06-29 21:00:00,2448.2
14476,14476,SUCCESS,2023-05-13 04:34:00,959.53
14477,14477,SUCCESS,2024-03-01 06:01:00,1525.09
14478,14478,FAILED,2024-09-30 05:52:00,2064.66
14479,14479,SUCCESS,2023-01-10 09:53:00,1180.16
14480,14480,REFUNDED,2023-12-31 12:10:00,1995.25
14481,14481,SUCCESS,2023-11-02 01:27:00,1273.73
14482,14482,SUCCESS,2023-05-16 20:22:00,3260.71
14483,14483,SUCCESS,2024-11-08 23:06:00,4484.53
14484,14484,SUCCESS,2024-04-20 01:38:00,2985.09
14485,14485,REFUNDED,2023-03-01 17:27:00,2712.61
14486,14486,SUCCESS,2024-10-16 18:06:00,1108.39
14487,14487,SUCCESS,2024-10-18 09:28:00,2529.17
14488,14488,SUCCESS,2024-03-22 03:07:00,1597.99
14489,14489,SUCCESS,2024-07-18 17:06:00,1051.94
14490,14490,SUCCESS,2024-01-28 03:05:00,3625.81
14491,14491,SUCCESS,2024-08-07 07:27:00,2571.45
14492,14492,SUCCESS,2023-05-22 02:17:00,3058.41
14493,14493,REFUNDED,2023-07-19 09:55:00,2277.29
14494,14494,SUCCESS,2024-09-23 17:22:00,4201.92
14495,14495,SUCCESS,2024-08-01 23:17:00,738.04
14496,14496,SUCCESS,2024-08-07 14:14:00,845.0
14497,14497,SUCCESS,2023-09-04 22:25:00,2325.57
14498,14498,SUCCESS,2023-03-13 15:19:00,932.78
14499,14499,SUCCESS,2023-07-16 13:33:00,1466.19
14500,14500,SUCCESS,2024-10-19 10:15:00,2608.27
14501,14501,REFUNDED,2024-02-08 19:59:00,3383.14
14502,14502,SUCCESS,2023-03-26 18:34:00,604.52
14503,14503,REFUNDED,2023-06-17 23:42:00,1874.67
14504,14504,SUCCESS,2023-07-06 01:23:00,255.49
14505,14505,SUCCESS,2023-12-14 06:49:00,1137.34
14506,14506,SUCCESS,2024-01-05 21:38:00,1639.09
14507,14507,SUCCESS,2023-08-12 01:42:00,2997.63
14508,14508,SUCCESS,2024-07-18 02:23:00,3104.81
14509,14509,SUCCESS,2023-12-26 16:45:00,2311.26
14510,14510,SUCCESS,2023-11-08 04:12:00,3078.22
14511,14511,REFUNDED,2023-07-31 07:37:00,1727.31
14512,14512,SUCCESS,2023-01-16 18:43:00,3548.68
14513,14513,SUCCESS,2023-09-17 14:44:00,2378.97
14514,14514,SUCCESS,2024-05-28 21:49:00,2485.12
14515,14515,SUCCESS,2024-06-18 13:57:00,2370.53
14516,14516,SUCCESS,2024-06-17 17:46:00,425.17
14517,14517,FAILED,2024-10-27 18:12:00,3142.98
14518,14518,SUCCESS,2023-10-02 14:12:00,1357.63
14519,14519,FAILED,2024-04-23 16:12:00,2251.07
14520,14520,SUCCESS,2024-10-12 02:48:00,2585.07
14521,14521,SUCCESS,2023-05-05 15:53:00,902.01
14522,14522,SUCCESS,2024-10-09 20:12:00,1755.84
14523,14523,SUCCESS,2023-02-10 01:10:00,3112.38
14524,14524,SUCCESS,2024-12-22 13:46:00,280.45
14525,14525,SUCCESS,2024-06-28 18:41:00,1084.17
14526,14526,REFUNDED,2024-04-06 06:17:00,548.3
14527,14527,REFUNDED,2023-12-03 23:30:00,308.83
14528,14528,FAILED,2024-08-21 10:46:00,871.94
14529,14529,SUCCESS,2024-01-25 05:57:00,813.42
14530,14530,SUCCESS,2023-12-29 02:03:00,2630.63
14531,14531,SUCCESS,2024-01-02 21:19:00,1772.84
14532,14532,SUCCESS,2024-10-26 08:41:00,304.6
14533,14533,FAILED,2024-09-10 08:26:00,239.99
14534,14534,SUCCESS,2023-11-18 18:24:00,1812.11
14535,14535,SUCCESS,2023-09-09 04:24:00,2790.11
14536,14536,SUCCESS,2024-08-31 00:54:00,2118.99
14537,14537,SUCCESS,2024-11-10 15:13:00,3784.29
14538,14538,SUCCESS,2023-06-24 10:34:00,982.91
14539,14539,REFUNDED,2023-07-24 16:18:00,169.16
14540,14540,SUCCESS,2024-12-13 08:59:00,454.14
14541,14541,SUCCESS,2024-06-09 01:54:00,464.76
14542,14542,SUCCESS,2023-05-29 11:48:00,1859.85
14543,14543,SUCCESS,2023-10-23 13:03:00,2155.21
14544,14544,FAILED,2024-06-22 21:54:00,1403.0
14545,14545,SUCCESS,2024-10-20 16:23:00,2134.81
14546,14546,REFUNDED,2024-11-22 18:23:00,1357.43
14547,14547,SUCCESS,2023-05-25 04:28:00,866.59
14548,14548,SUCCESS,2024-12-08 17:50:00,502.1
14549,14549,SUCCESS,2023-10-24 07:29:00,2814.45
14550,14550,SUCCESS,2023-02-21 12:14:00,1907.65
14551,14551,SUCCESS,2024-12-01 08:57:00,1863.99
14552,14552,SUCCESS,2024-08-24 07:49:00,2101.22
14553,14553,SUCCESS,2024-05-28 06:00:00,901.48
14554,14554,SUCCESS,2023-05-03 06:22:00,2745.83
14555,14555,FAILED,2023-04-01 08:44:00,877.64
14556,14556,SUCCESS,2024-11-19 12:08:00,867.06
14557,14557,SUCCESS,2024-01-19 13:04:00,981.15
14558,14558,SUCCESS,2023-10-19 06:41:00,2008.01
14559,14559,SUCCESS,2024-07-24 15:04:00,661.51
14560,14560,SUCCESS,2023-04-15 15:51:00,1567.5
14561,14561,FAILED,2023-08-04 09:11:00,1235.75
14562,14562,SUCCESS,2023-10-08 23:03:00,2555.25
14563,14563,SUCCESS,2024-03-03 07:04:00,688.6
14564,14564,SUCCESS,2023-12-21 15:10:00,308.6
14565,14565,SUCCESS,2023-08-18 04:29:00,1711.47
14566,14566,SUCCESS,2023-03-01 00:26:00,146.7
14567,14567,FAILED,2024-06-13 15:14:00,265.67
14568,14568,FAILED,2024-07-07 09:47:00,1479.47
14569,14569,SUCCESS,2023-02-16 03:47:00,2682.96
14570,14570,SUCCESS,2023-04-20 09:23:00,895.03
14571,14571,SUCCESS,2024-09-07 22:48:00,237.15
14572,14572,FAILED,2024-10-23 20:43:00,2533.51
14573,14573,REFUNDED,2023-01-21 17:35:00,386.27
14574,14574,SUCCESS,2023-06-30 21:30:00,1288.19
14575,14575,REFUNDED,2023-11-04 00:59:00,1900.75
14576,14576,SUCCESS,2024-05-13 00:36:00,4174.74
14577,14577,SUCCESS,2023-09-29 09:01:00,1071.54
14578,14578,SUCCESS,2023-11-17 07:19:00,2115.87
14579,14579,SUCCESS,2023-10-26 09:25:00,2886.65
14580,14580,SUCCESS,2024-02-12 09:03:00,2373.54
14581,14581,SUCCESS,2023-05-26 13:07:00,2536.02
14582,14582,SUCCESS,2024-02-27 14:12:00,3111.29
14583,14583,FAILED,2023-01-29 16:46:00,1929.42
14584,14584,SUCCESS,2024-12-27 05:13:00,4691.27
14585,14585,SUCCESS,2023-06-09 20:00:00,2166.0
14586,14586,SUCCESS,2024-07-08 05:00:00,1074.79
14587,14587,FAILED,2024-08-05 01:08:00,1381.54
14588,14588,FAILED,2024-02-26 15:33:00,1631.91
14589,14589,SUCCESS,2023-12-11 13:38:00,3537.94
14590,14590,SUCCESS,2023-08-29 12:11:00,2119.07
14591,14591,SUCCESS,2024-06-05 15:15:00,852.41
14592,14592,REFUNDED,2023-03-27 01:07:00,2515.89
14593,14593,REFUNDED,2024-09-29 03:28:00,3308.15
14594,14594,SUCCESS,2023-09-05 17:32:00,918.34
14595,14595,SUCCESS,2024-06-21 02:04:00,220.92
14596,14596,SUCCESS,2024-10-14 06:16:00,994.4
14597,14597,SUCCESS,2023-10-15 07:33:00,2438.5
14598,14598,SUCCESS,2024-04-24 23:21:00,575.01
14599,14599,FAILED,2024-06-12 19:39:00,1644.59
14600,14600,FAILED,2024-09-29 21:59:00,1693.51
14601,14601,SUCCESS,2024-12-02 14:44:00,715.4
14602,14602,SUCCESS,2023-07-07 03:44:00,640.5
14603,14603,SUCCESS,2024-08-08 23:55:00,3767.87
14604,14604,SUCCESS,2024-04-22 16:21:00,700.5
14605,14605,REFUNDED,2024-07-21 20:47:00,1804.47
14606,14606,SUCCESS,2024-07-27 11:34:00,729.97
14607,14607,FAILED,2024-02-16 16:11:00,2699.78
14608,14608,SUCCESS,2024-08-11 13:19:00,3078.54
14609,14609,SUCCESS,2024-08-16 22:07:00,157.86
14610,14610,REFUNDED,2024-12-24 17:39:00,4019.76
14611,14611,SUCCESS,2024-05-30 11:02:00,718.88
14612,14612,FAILED,2023-09-02 00:51:00,161.29
14613,14613,REFUNDED,2024-07-16 18:33:00,3052.7
14614,14614,SUCCESS,2023-05-29 15:10:00,2278.48
14615,14615,SUCCESS,2023-08-07 21:31:00,683.8
14616,14616,FAILED,2023-10-28 03:39:00,2724.13
14617,14617,SUCCESS,2023-01-19 16:57:00,1943.0
14618,14618,SUCCESS,2023-02-10 01:10:00,2788.71
14619,14619,FAILED,2023-07-25 14:51:00,1011.07
14620,14620,SUCCESS,2023-06-19 16:50:00,466.46
14621,14621,REFUNDED,2023-12-17 05:28:00,2382.67
14622,14622,SUCCESS,2024-04-16 07:13:00,689.26
14623,14623,SUCCESS,2024-01-10 23:49:00,2003.33
14624,14624,SUCCESS,2024-09-03 22:22:00,943.77
14625,14625,SUCCESS,2023-12-02 01:48:00,3999.63
14626,14626,SUCCESS,2024-01-23 11:30:00,758.05
14627,14627,SUCCESS,2023-08-02 10:47:00,3229.55
14628,14628,REFUNDED,2024-02-11 01:50:00,2247.02
14629,14629,FAILED,2023-01-04 10:39:00,1597.31
14630,14630,SUCCESS,2024-07-17 01:59:00,2343.05
14631,14631,FAILED,2023-01-06 18:40:00,2438.63
14632,14632,SUCCESS,2024-10-17 06:42:00,632.16
14633,14633,SUCCESS,2023-04-14 10:03:00,1162.96
14634,14634,FAILED,2023-10-17 13:11:00,327.88
14635,14635,SUCCESS,2024-09-30 21:43:00,631.65
14636,14636,SUCCESS,2024-03-22 09:01:00,1633.01
14637,14637,FAILED,2024-03-26 19:32:00,1308.03
14638,14638,SUCCESS,2023-04-29 08:58:00,1995.95
14639,14639,SUCCESS,2023-11-29 08:17:00,2053.99
14640,14640,SUCCESS,2023-10-10 01:10:00,209.3
14641,14641,SUCCESS,2024-08-18 16:10:00,2534.12
14642,14642,SUCCESS,2024-01-24 19:12:00,4363.7
14643,14643,SUCCESS,2024-09-08 07:54:00,461.98
14644,14644,REFUNDED,2024-05-24 18:06:00,419.43
14645,14645,SUCCESS,2024-09-15 21:52:00,2033.65
14646,14646,SUCCESS,2024-04-17 23:11:00,2646.15
14647,14647,REFUNDED,2024-05-30 22:58:00,1221.46
14648,14648,SUCCESS,2024-03-23 06:10:00,1420.88
14649,14649,SUCCESS,2023-04-27 17:43:00,1148.74
14650,14650,SUCCESS,2024-08-06 13:21:00,2286.14
14651,14651,FAILED,2023-02-18 23:54:00,1717.96
14652,14652,SUCCESS,2024-03-22 05:03:00,2241.91
14653,14653,REFUNDED,2024-07-13 19:48:00,1853.49
14654,14654,SUCCESS,2023-07-03 04:49:00,947.98
14655,14655,SUCCESS,2023-05-24 04:38:00,1071.54
14656,14656,SUCCESS,2024-09-17 01:18:00,1588.77
14657,14657,SUCCESS,2024-05-29 05:46:00,203.85
14658,14658,SUCCESS,2024-11-25 17:53:00,1285.88
14659,14659,SUCCESS,2023-04-05 21:23:00,1364.27
14660,14660,FAILED,2023-08-25 17:02:00,735.18
14661,14661,SUCCESS,2023-01-22 05:25:00,278.34
14662,14662,REFUNDED,2024-01-12 08:52:00,374.0
14663,14663,SUCCESS,2024-06-24 23:51:00,1976.01
14664,14664,SUCCESS,2024-09-21 04:50:00,1946.82
14665,14665,SUCCESS,2024-07-18 22:05:00,997.98
14666,14666,SUCCESS,2023-01-20 07:14:00,3574.68
14667,14667,REFUNDED,2024-01-04 01:04:00,2405.44
14668,14668,SUCCESS,2023-09-18 03:30:00,893.92
14669,14669,SUCCESS,2024-01-23 07:46:00,2393.18
14670,14670,SUCCESS,2024-05-09 21:56:00,1962.56
14671,14671,SUCCESS,2023-09-19 02:46:00,2672.22
14672,14672,REFUNDED,2024-08-28 01:18:00,2512.41
14673,14673,SUCCESS,2023-07-04 13:22:00,144.69
14674,14674,SUCCESS,2023-12-18 01:14:00,2745.09
14675,14675,SUCCESS,2023-08-18 15:29:00,3355.89
14676,14676,FAILED,2024-01-14 16:45:00,555.14
14677,14677,FAILED,2023-06-09 18:10:00,2025.73
14678,14678,REFUNDED,2024-05-16 23:38:00,353.82
14679,14679,FAILED,2024-11-28 19:09:00,3200.47
14680,14680,SUCCESS,2024-10-04 10:31:00,2908.0
14681,14681,SUCCESS,2024-07-27 14:16:00,173.41
14682,14682,SUCCESS,2024-10-20 14:59:00,2483.18
14683,14683,SUCCESS,2023-09-18 15:19:00,2248.08
14684,14684,SUCCESS,2024-06-21 23:58:00,1111.32
14685,14685,REFUNDED,2023-03-05 13:26:00,1897.51
14686,14686,SUCCESS,2023-09-11 11:40:00,2334.62
14687,14687,SUCCESS,2024-07-15 02:57:00,2019.16
14688,14688,SUCCESS,2024-12-21 23:18:00,1159.18
14689,14689,FAILED,2023-10-19 02:12:00,813.25
14690,14690,REFUNDED,2024-04-30 10:50:00,2203.49
14691,14691,SUCCESS,2023-01-21 14:47:00,1880.75
14692,14692,REFUNDED,2024-02-10 10:04:00,1037.31
14693,14693,SUCCESS,2024-06-30 02:56:00,2132.89
14694,14694,SUCCESS,2023-09-22 18:23:00,665.78
14695,14695,SUCCESS,2023-06-05 00:27:00,2426.4
14696,14696,FAILED,2024-01-14 22:48:00,3334.13
14697,14697,SUCCESS,2024-08-19 02:26:00,2766.22
14698,14698,SUCCESS,2023-12-20 14:56:00,1291.37
14699,14699,SUCCESS,2023-09-24 05:15:00,2846.03
14700,14700,SUCCESS,2024-06-10 19:26:00,2944.61
14701,14701,SUCCESS,2024-01-26 23:41:00,3043.72
14702,14702,REFUNDED,2023-08-13 06:51:00,344.36
14703,14703,SUCCESS,2023-12-02 13:26:00,1558.94
14704,14704,SUCCESS,2024-03-29 01:30:00,2043.78
14705,14705,FAILED,2024-10-16 18:53:00,1101.5
14706,14706,SUCCESS,2024-04-09 22:28:00,120.05
14707,14707,SUCCESS,2023-07-24 16:29:00,2689.33
14708,14708,SUCCESS,2023-10-08 02:38:00,4332.18
14709,14709,SUCCESS,2023-12-10 16:42:00,3406.81
14710,14710,SUCCESS,2023-11-03 12:58:00,690.21
14711,14711,SUCCESS,2024-07-29 14:12:00,773.11
14712,14712,SUCCESS,2023-11-06 01:51:00,459.06
14713,14713,SUCCESS,2023-03-02 17:18:00,1469.43
14714,14714,SUCCESS,2024-10-05 13:17:00,1698.56
14715,14715,SUCCESS,2024-05-03 21:41:00,1093.66
14716,14716,SUCCESS,2024-01-17 02:24:00,2374.91
14717,14717,SUCCESS,2023-08-12 10:20:00,612.0
14718,14718,SUCCESS,2023-03-07 15:03:00,3789.89
14719,14719,SUCCESS,2024-07-02 04:31:00,2216.54
14720,14720,SUCCESS,2024-04-06 14:31:00,3980.71
14721,14721,SUCCESS,2023-10-05 09:43:00,4567.14
14722,14722,SUCCESS,2024-02-18 17:06:00,1283.1
14723,14723,SUCCESS,2023-09-28 00:36:00,2850.35
14724,14724,FAILED,2024-05-16 05:56:00,2665.47
