RESTAURANT_ID,RESTAURANT_NAME,CUISINE_PRIMARY,CUISINE_SECONDARY,CITY,AREA,LAT,LNG,AVG_RATING,COMMISSION_RATE,IS_ACTIVE,ONBOARDED_AT
209,Schmidt and Sons,Italian,Healthy,Mumbai,West,33.8486515,-74.226212,3.47,0.268,TRUE,2024-04-22 01:20:00
210,"Shelton, Morris and Fry",South Indian,South Indian,Chennai,West,-29.893481,1.770579,3.36,0.167,TRUE,2024-06-12 02:44:00
211,Jackson PLC,Healthy,Fast Food,Pune,West,-77.4891155,129.959159,3.11,0.263,,2023-12-28 10:29:00
212,Perez-Montoya,Chinese,South Indian,Chennai,Central,-38.3105665,48.886864,3.8,0.161,TRUE,2023-06-15 15:03:00
213,Nixon LLC,Healthy,Healthy,Chennai,East,34.354246,-160.548677,3.57,0.284,0,2023-08-11 02:24:00
214,Silva-Kramer,South Indian,North Indian,Bengaluru,Central,-85.761979,-147.870961,3.55,0.299,0,2024-05-30 13:44:00
215,"Sanchez, Wise and Smith",Bakery,Healthy,Mumbai,South,55.0530385,-39.880392,4.75,0.267,N,2024-08-18 08:51:00
216,"Green, Collins and Erickson",Fast Food,North Indian,Chennai,West,-77.246896,67.087232,,0.27,FALSE,2023-09-07 14:15:00
217,Davies and Sons,Bakery,North Indian,Delhi,Central,42.2104955,41.566493,3.98,0.169,1,2024-05-27 05:13:00
218,Bennett-Sheppard,North Indian,Italian,Delhi,Central,-43.7642715,73.094800,3.14,0.17,,2023-09-26 14:25:00
219,"Waters, Conner and Davis",Italian,Bakery,Bengaluru,North,-44.7076705,111.571515,3.76,0.178,,2023-03-07 09:36:00
220,Sullivan LLC,North Indian,South Indian,Hyderabad,North,-6.4697285,101.406011,4.09,0.294,FALSE,2023-10-14 06:24:00
221,Strickland and Sons,Bakery,South Indian,Chennai,South,41.578668,67.137530,3.56,0.196,0,2023-04-17 01:28:00
222,"Mueller, Giles and Reynolds",North Indian,Chinese,Pune,East,-4.316519,-146.358350,3.65,0.15,FALSE,2023-01-13 21:28:00
223,Chavez-Nguyen,Chinese,Chinese,Delhi,East,82.7479885,-11.565765,3.2,0.236,Y,2023-05-17 01:36:00
224,Waters Inc,Bakery,Bakery,Chennai,North,-16.136456,-113.614246,3.85,0.252,0,2024-09-03 12:11:00
225,"Cooper, Becker and Alvarez",South Indian,Bakery,Pune,Central,-24.590662,43.409126,4.36,0.223,N,2023-03-20 17:50:00
226,"Webb, Stanley and Lee",Fast Food,Italian,Hyderabad,West,-55.784298,-50.749689,4.6,0.286,,2024-04-09 16:45:00
227,Pena PLC,Healthy,North Indian,Pune,North,5.960683,149.187700,3.86,0.225,Y,2024-04-20 22:24:00
228,Dennis-Stokes,North Indian,Fast Food,Bengaluru,West,80.924805,160.459918,3.23,0.183,,2024-04-12 21:57:00
229,Garcia-Moran,Italian,South Indian,Chennai,Central,66.171799,-101.915010,4.44,0.191,,2023-04-30 20:02:00
230,Gomez and Sons,Fast Food,Healthy,Delhi,Central,-14.8082335,103.671984,3.57,0.247,N,2024-04-12 07:37:00
231,"Sloan, Murphy and Hartman",North Indian,Italian,Delhi,West,-19.561150,94.756904,3.2,0.249,TRUE,2023-11-16 23:07:00
232,Ruiz Group,Chinese,Italian,Bengaluru,South,-11.411055,135.369590,3.45,0.226,1,2024-09-26 06:34:00
233,"Mora, Banks and Pacheco",Chinese,South Indian,Hyderabad,East,80.963898,119.416450,3.19,0.258,TRUE,2023-02-03 12:20:00
234,Perez Group,South Indian,Fast Food,Delhi,North,33.3006895,-53.706783,4.49,0.217,FALSE,2024-11-21 19:14:00
235,Lambert and Sons,Fast Food,Chinese,Delhi,East,28.206830,149.079307,3.45,0.284,0,2023-01-09 04:47:00
236,"Henderson, Little and Park",Healthy,Chinese,Bengaluru,North,28.7078175,20.950411,4.33,0.219,1,2024-11-03 09:31:00
237,"Weaver, Harris and Smith",Bakery,Bakery,Mumbai,South,56.8055065,-81.943548,3.1,0.258,Y,2023-08-13 22:59:00
238,Ramirez-Hale,North Indian,Italian,Delhi,West,60.3424825,-127.610461,3.48,0.256,FALSE,2024-11-24 14:06:00
239,Robinson-Sparks,Fast Food,Fast Food,Pune,West,49.1865795,26.358587,3.84,0.289,FALSE,2023-06-18 21:59:00
240,Baker-Smith,North Indian,Healthy,Chennai,Central,51.2956985,-89.262296,4.62,0.261,FALSE,2024-04-11 04:46:00
241,"Olson, Christensen and Henry",Healthy,Healthy,Chennai,West,-49.7663235,-163.887166,4.2,0.197,1,2023-03-11 04:15:00
242,Wheeler LLC,Chinese,Bakery,Mumbai,East,47.4649675,143.401979,3.53,0.231,N,2023-01-16 09:32:00
243,Bowers LLC,Chinese,Fast Food,Bengaluru,East,35.0236945,123.072915,,0.211,TRUE,2023-03-25 17:48:00
244,Estes-Salas,South Indian,Healthy,Pune,South,-28.5658885,-95.618228,3.46,0.195,N,2024-05-24 02:01:00
245,"Williams, Gonzalez and Callahan",North Indian,North Indian,Chennai,Central,37.208560,-73.188404,3.47,0.297,N,2024-05-29 15:48:00
246,Paul-Smith,Chinese,Italian,Pune,Central,-18.2841545,150.386653,4.4,0.254,0,2024-11-06 10:01:00
247,Johnson-Barry,South Indian,Chinese,Mumbai,East,-74.388003,130.139461,,0.249,0,2024-06-26 19:19:00
248,"Garcia, Singleton and Bowman",Fast Food,Healthy,Hyderabad,Central,-58.871545,-32.717113,4.57,0.263,Y,2024-10-16 01:56:00
249,Hunt-York,Healthy,Italian,Delhi,East,-21.5354665,61.198140,4.44,0.244,1,2024-05-27 20:08:00
250,Martin PLC,South Indian,Chinese,Hyderabad,East,-22.992997,-68.045076,3.26,0.153,,2024-06-24 04:08:00
251,Garcia and Sons,North Indian,Fast Food,Bengaluru,East,-5.9561445,-4.737164,4.67,0.265,1,2023-10-23 08:21:00
252,"Cooper, Montes and Heath",Bakery,Italian,Mumbai,South,14.949752,-162.733094,3.45,0.165,Y,2023-05-08 05:40:00
253,"Taylor, Williams and Chen",Italian,North Indian,Pune,Central,61.457056,-165.671768,3.66,0.187,FALSE,2023-09-05 15:42:00
254,Wilson-Escobar,Italian,Healthy,Delhi,East,-35.8142815,68.791909,3.36,0.194,Y,2024-12-06 11:17:00
255,Castro-Walker,Bakery,South Indian,Mumbai,North,85.545759,-74.101983,3.68,0.169,TRUE,2023-12-11 08:48:00
256,Collins-Fields,North Indian,Bakery,Bengaluru,North,-78.317366,-97.814237,4.15,0.154,FALSE,2023-01-12 16:41:00
257,"Smith, Brown and Stanley",South Indian,North Indian,Bengaluru,Central,-5.164889,4.218683,3.45,0.204,,2023-05-12 06:01:00
258,"Palmer, Rocha and Brady",Bakery,Healthy,Bengaluru,East,-55.2786185,-168.731463,4.76,0.268,0,2024-03-24 22:19:00
259,"Johnson, Carlson and Davis",Fast Food,Chinese,Mumbai,North,-43.7200435,-22.393650,4.35,0.197,0,2024-03-10 04:05:00
260,Mathews Ltd,Chinese,Bakery,Bengaluru,West,-49.532924,-131.155332,4.5,0.236,TRUE,2024-09-17 10:37:00
261,Griffin Group,North Indian,Fast Food,Delhi,South,-47.405159,71.390922,4.32,0.278,TRUE,2023-12-04 10:44:00
262,Baker-Johnson,Fast Food,South Indian,Mumbai,East,62.5442615,29.104416,3.79,0.229,Y,2024-10-18 21:19:00
263,Reese LLC,Fast Food,Fast Food,Delhi,South,-11.8140415,-61.579638,3.11,0.295,FALSE,2023-07-07 06:32:00
264,Smith Group,South Indian,Healthy,Mumbai,South,81.4324275,79.890120,3.35,0.227,,2024-12-11 07:02:00
265,Garcia-Johnson,South Indian,Fast Food,Chennai,West,89.337048,-24.982098,4.33,0.155,TRUE,2023-01-29 16:55:00
266,Strickland and Sons,Fast Food,North Indian,Delhi,West,77.0415995,3.177905,3.08,0.253,TRUE,2024-10-07 15:23:00
267,Miller Group,Chinese,South Indian,Mumbai,South,38.733292,-146.988826,3.65,0.177,FALSE,2024-12-21 23:56:00
268,Figueroa-Smith,Healthy,Chinese,Pune,West,22.1392975,-122.704808,3.89,0.209,Y,2024-08-24 08:22:00
269,Rice-Stewart,North Indian,Italian,Bengaluru,Central,-45.251799,76.996894,3.55,0.208,1,2024-06-28 17:26:00
270,Larsen-King,Bakery,Bakery,Mumbai,East,-50.9029225,-14.963666,3.7,0.205,0,2024-01-09 07:05:00
271,"Davidson, Wall and Knight",Fast Food,Chinese,Pune,South,-21.942035,159.710662,3.83,0.248,FALSE,2024-01-24 00:42:00
272,Patton and Sons,Chinese,North Indian,Hyderabad,East,41.831320,18.969232,3.18,0.174,FALSE,2024-01-05 08:38:00
273,"Bates, Jenkins and Hammond",North Indian,Healthy,Delhi,East,85.419673,-52.918195,4.32,0.159,1,2024-09-21 07:35:00
274,Brown LLC,North Indian,Italian,Mumbai,West,19.1898545,176.336276,4.52,0.171,N,2023-05-20 12:18:00
275,Robertson-Erickson,Italian,Chinese,Chennai,North,-77.395994,33.067890,4.69,0.169,TRUE,2024-02-08 01:56:00
276,Gibson-Robinson,South Indian,Bakery,Mumbai,West,-55.7528545,141.644881,3.24,0.195,FALSE,2024-11-21 21:39:00
277,"Robinson, Garcia and Kirby",South Indian,Italian,Hyderabad,West,52.0471645,-135.056193,3.92,0.236,Y,2023-06-09 23:24:00
278,Foley Group,Fast Food,Chinese,Mumbai,West,80.673703,78.329747,3.77,0.212,N,2023-09-26 11:28:00
279,Peterson LLC,Bakery,Fast Food,Delhi,South,-59.928291,-174.137014,4.09,0.276,Y,2024-06-03 03:57:00
280,Valencia Ltd,Italian,Bakery,Mumbai,South,-17.300449,107.832930,3.81,0.252,1,2024-11-05 04:54:00
281,Johnson-Craig,Healthy,South Indian,Pune,South,-83.2460045,121.401224,4.31,0.285,0,2023-06-15 07:16:00
282,"Phelps, Bailey and Sawyer",South Indian,Italian,Hyderabad,East,-24.9370885,24.856027,4.74,0.165,TRUE,2024-02-23 09:14:00
283,Howard PLC,Chinese,Bakery,Chennai,East,-58.987523,26.692642,3.05,0.2,1,2024-01-11 03:23:00
284,White-Alvarez,North Indian,North Indian,Bengaluru,Central,33.479156,140.041714,3.29,0.203,,2023-05-20 04:28:00
285,"Pittman, Brown and Roach",Healthy,Bakery,Hyderabad,South,84.1437585,165.373558,4.29,0.252,N,2023-12-13 20:03:00
286,"Johnson, Schroeder and Baker",Bakery,South Indian,Delhi,East,79.9179645,-175.701969,3.31,0.267,,2024-03-06 16:44:00
287,"Scott, Hernandez and Buckley",South Indian,Chinese,Pune,South,-24.2210145,-143.084457,4.43,0.183,,2023-08-23 21:48:00
288,James-Franco,Italian,Fast Food,Pune,North,79.867587,-35.010080,3.35,0.241,TRUE,2024-08-15 06:23:00
289,Griffith PLC,North Indian,South Indian,Bengaluru,East,-54.996708,56.898500,4.48,0.15,1,2024-03-27 05:38:00
290,Baldwin-Morales,Chinese,Bakery,Bengaluru,West,-4.6256875,113.881533,3.46,0.208,TRUE,2024-08-05 22:44:00
291,Lang Inc,South Indian,Healthy,Pune,East,-19.4249525,-133.700730,4.75,0.16,Y,2024-01-01 16:15:00
292,Pena Inc,North Indian,Fast Food,Mumbai,West,83.817845,-52.394689,,0.234,0,2023-03-09 18:58:00
293,"Heath, Small and Ramirez",Chinese,North Indian,Pune,East,-30.7742115,91.675702,3.4,0.243,,2023-08-27 15:56:00
294,Mills Inc,South Indian,Fast Food,Pune,East,-32.5162785,-156.762824,4.53,0.298,1,2023-10-09 02:55:00
295,Salazar and Sons,South Indian,Bakery,Chennai,East,-85.505153,-7.238197,3.56,0.25,FALSE,2024-01-18 20:42:00
296,"Clark, Reed and Lopez",South Indian,Italian,Chennai,West,-24.579193,75.999986,4.49,0.257,,2023-01-01 20:44:00
297,"Booth, Thompson and Dunn",Bakery,Bakery,Bengaluru,East,41.2096145,52.296734,3.85,0.163,,2023-06-10 04:08:00
298,Rose-Austin,Chinese,South Indian,Hyderabad,North,-75.294884,-10.442458,4.05,0.239,Y,2024-10-20 23:52:00
299,Sweeney-Weber,South Indian,South Indian,Delhi,Central,46.0152135,117.784530,4.03,0.272,0,2024-09-27 21:17:00
300,Ortiz Ltd,Italian,Chinese,Hyderabad,East,4.524840,-172.079764,4.3,0.268,1,2023-01-31 06:44:00
301,Clark and Sons,Fast Food,Fast Food,Mumbai,Central,71.301684,13.287417,3.35,0.269,,2023-01-04 20:39:00
302,Richardson-Williams,South Indian,Healthy,Delhi,South,49.551409,43.276067,4.69,0.168,1,2023-08-15 00:49:00
303,"Fields, Cantu and Rios",Italian,Bakery,Bengaluru,South,81.2770435,-147.836820,3.8,0.227,N,2024-05-11 11:04:00
304,Fisher-White,Fast Food,Chinese,Delhi,West,42.8327655,0.318763,4.23,0.263,1,2023-11-07 11:26:00
305,"Novak, Taylor and Morales",South Indian,South Indian,Bengaluru,East,49.982332,-76.851961,3.53,0.212,N,2023-10-26 23:06:00
306,Hartman-Wheeler,Chinese,North Indian,Pune,West,-59.1838965,-93.920901,3.23,0.287,N,2023-10-22 23:32:00
307,Horn LLC,Bakery,Fast Food,Mumbai,South,-47.5684315,100.830608,3.07,0.265,0,2023-11-28 01:34:00
308,Jones LLC,South Indian,North Indian,Chennai,East,-1.8882965,-36.824531,4.72,0.282,N,2023-09-25 22:36:00
309,Day LLC,Healthy,Fast Food,Mumbai,South,87.099429,12.971953,4.67,0.166,0,2024-01-22 15:19:00
310,"Trujillo, Williams and Watson",Fast Food,Bakery,Delhi,East,6.786393,2.951507,4.74,0.235,TRUE,2024-12-14 12:17:00
311,"Cook, Burton and Whitney",Healthy,North Indian,Hyderabad,Central,-14.1984895,-62.081007,3.57,0.209,1,2024-03-23 15:37:00
312,"Johnson, Vasquez and Smith",Fast Food,Italian,Chennai,West,-3.9799395,-79.874336,3.27,0.185,1,2024-08-15 15:21:00
313,Carpenter LLC,Italian,North Indian,Hyderabad,Central,65.7083125,7.444608,4.1,0.295,N,2023-10-13 19:37:00
314,Oneal PLC,Chinese,Chinese,Mumbai,West,48.8541605,-161.237088,4.58,0.228,TRUE,2023-05-31 08:49:00
315,Chase Inc,Chinese,Italian,Mumbai,Central,-46.8180725,161.980668,4.78,0.194,1,2024-05-09 21:26:00
316,"Huber, Adams and Hall",Fast Food,Healthy,Hyderabad,East,24.1977345,-41.231850,3.36,0.206,FALSE,2024-08-16 06:05:00
317,Smith-Nunez,Healthy,North Indian,Pune,North,67.6216405,-75.495019,4.62,0.25,0,2023-06-12 16:01:00
318,Marsh-Allen,South Indian,Chinese,Mumbai,East,68.219130,110.747009,4.74,0.284,1,2023-07-09 02:28:00
319,Bush Group,Healthy,Chinese,Mumbai,East,-18.9148515,-164.416806,,0.249,,2024-08-12 11:54:00
320,Pitts-Young,Chinese,South Indian,Hyderabad,South,-47.8915885,-118.882401,3.21,0.266,TRUE,2024-01-25 00:40:00
321,Clark Inc,North Indian,Healthy,Bengaluru,South,-35.9641085,-106.649167,4.04,0.288,FALSE,2024-07-04 07:15:00
322,Patterson-Ewing,North Indian,South Indian,Pune,South,62.8091585,156.690702,4.18,0.161,0,2023-09-09 21:44:00
323,White-Garcia,Fast Food,Chinese,Pune,East,-11.237705,116.724822,3.61,0.26,,2024-07-02 09:06:00
324,"Gray, Medina and Massey",Italian,Healthy,Hyderabad,East,25.7647025,-75.539695,4.6,0.272,FALSE,2023-01-29 17:00:00
325,Ramos-Moore,Italian,North Indian,Bengaluru,South,-34.601201,-33.737439,,0.268,Y,2023-09-11 15:11:00
326,Baker-Taylor,Fast Food,North Indian,Bengaluru,East,78.204971,-55.191689,4.79,0.299,TRUE,2023-10-18 06:43:00
327,Mitchell-Jones,Bakery,Healthy,Pune,East,-3.935303,74.398553,4.01,0.186,TRUE,2024-12-20 15:38:00
328,Phillips Ltd,Italian,Bakery,Pune,East,-84.6264155,-164.647235,3.34,0.27,Y,2023-01-07 11:05:00
329,Anderson-Edwards,Italian,North Indian,Delhi,West,-10.8819385,65.376330,4.75,0.172,N,2024-07-06 17:02:00
330,Garcia Group,Chinese,South Indian,Delhi,Central,69.3370525,49.896210,3.12,0.188,,2024-09-10 17:10:00
331,"Thomas, Pierce and Velazquez",Chinese,Bakery,Hyderabad,West,-5.228809,130.237510,3.85,0.176,TRUE,2024-10-10 05:29:00
332,Black-Flores,Fast Food,Healthy,Mumbai,West,62.8580035,145.907331,3.37,0.285,FALSE,2023-06-13 04:11:00
333,Bass-Rodriguez,Bakery,Healthy,Delhi,Central,-31.0555635,34.787056,,0.182,N,2023-05-22 22:35:00
334,Thompson LLC,Chinese,Healthy,Chennai,South,-15.8806255,-42.033555,3.01,0.213,,2024-05-09 02:25:00
335,Gonzalez-Ortega,Bakery,Italian,Delhi,East,3.197963,-36.623738,4.49,0.209,1,2023-10-31 10:46:00
336,Harris-Brown,North Indian,North Indian,Pune,East,34.5754885,45.175876,3.99,0.253,,2023-11-14 12:38:00
337,"Robinson, Vega and Bryan",Healthy,Bakery,Pune,East,-62.7106035,-176.853930,4.18,0.263,FALSE,2024-02-14 12:42:00
338,Nunez Ltd,Chinese,Italian,Pune,East,-80.743938,-47.095385,4.3,0.157,FALSE,2023-12-28 04:17:00
339,"Everett, White and Hopkins",Healthy,Bakery,Bengaluru,North,21.8866255,-176.655599,3.9,0.238,Y,2023-11-15 11:14:00
340,"Nguyen, Moore and Garcia",North Indian,Chinese,Delhi,West,-25.799708,-154.398758,4.67,0.243,Y,2024-06-15 16:53:00
341,Cuevas PLC,South Indian,Italian,Hyderabad,South,-0.035524,19.915112,3.24,0.195,N,2023-10-10 04:50:00
342,Dunlap LLC,Fast Food,Chinese,Mumbai,Central,-81.531720,6.538835,3.01,0.212,TRUE,2024-09-13 05:48:00
343,Stein PLC,South Indian,Bakery,Hyderabad,West,-30.9574155,32.400362,4.49,0.215,TRUE,2024-12-03 09:24:00
344,Jones-Gomez,Chinese,Italian,Bengaluru,East,-73.558366,54.628187,3.11,0.18,0,2023-02-08 08:23:00
345,Silva Ltd,North Indian,South Indian,Mumbai,Central,47.7740075,60.931262,4.44,0.232,0,2023-07-14 19:20:00
346,Johnson-Brooks,North Indian,North Indian,Mumbai,West,-53.6922365,-92.041778,,0.189,1,2023-01-22 13:40:00
347,Hayes-Nichols,Fast Food,Italian,Delhi,South,-24.970360,-101.142218,3.45,0.206,Y,2024-12-14 09:52:00
348,Kim-Evans,North Indian,Chinese,Delhi,North,-7.5907495,79.639965,3.28,0.212,Y,2024-04-13 08:38:00
349,Chandler-King,Chinese,North Indian,Delhi,East,-31.9952275,34.846285,3.82,0.294,0,2024-07-13 06:49:00
350,Hogan and Sons,Bakery,South Indian,Chennai,South,-78.729733,-36.868988,3.9,0.202,1,2024-02-11 14:28:00
351,Taylor PLC,South Indian,Healthy,Hyderabad,West,70.477894,68.945367,3.78,0.257,TRUE,2024-08-11 12:07:00
352,Wiley-Ware,Chinese,North Indian,Chennai,East,59.2158695,-70.976324,4.59,0.248,TRUE,2023-05-25 11:09:00
353,"Lawrence, Maldonado and Rubio",Fast Food,Fast Food,Chennai,West,-55.027974,-5.782090,3.7,0.299,1,2024-03-18 04:24:00
354,Richardson PLC,Bakery,Italian,Delhi,East,-16.1173445,-39.172839,4.55,0.256,Y,2023-06-22 20:12:00
355,Burke-Peters,Chinese,South Indian,Mumbai,East,77.673068,56.604418,3.71,0.229,,2024-01-06 03:59:00
356,Owens Ltd,Italian,Fast Food,Pune,West,57.503510,72.101981,4.74,0.283,N,2023-02-19 03:05:00
357,Ramirez-Brown,Healthy,Italian,Bengaluru,Central,13.917666,136.399729,3.24,0.241,FALSE,2023-03-01 23:11:00
358,Kelley Inc,Healthy,South Indian,Hyderabad,Central,-84.086301,122.998513,3.56,0.178,TRUE,2024-11-07 15:30:00
359,Thompson-Melendez,Healthy,Healthy,Mumbai,South,9.9004155,-147.642256,3.18,0.246,FALSE,2024-08-08 01:24:00
360,White-Holmes,Italian,South Indian,Chennai,South,-0.752761,-135.416051,3.49,0.272,FALSE,2023-10-05 14:14:00
361,Cruz-Small,Chinese,Italian,Chennai,East,-13.3221245,64.176807,3.33,0.183,N,2023-08-30 20:32:00
362,Conrad-Cordova,South Indian,Chinese,Mumbai,North,-70.605017,68.460514,4.77,0.26,,2024-01-28 04:22:00
363,Perez-Peterson,North Indian,South Indian,Delhi,Central,16.075494,-66.500743,3.43,0.246,Y,2023-11-18 10:41:00
364,"Young, Williamson and Brown",Bakery,Chinese,Hyderabad,North,86.314133,-130.169575,4.36,0.159,1,2023-10-17 18:03:00
365,Moore Group,Italian,Chinese,Delhi,South,5.6388265,-31.681370,3.34,0.152,1,2024-09-06 07:14:00
366,Townsend PLC,North Indian,Healthy,Chennai,West,-22.4366045,-71.114401,4.56,0.246,,2024-08-01 20:45:00
367,Chavez Group,Chinese,Healthy,Pune,North,-76.4357955,-137.826336,3.04,0.163,1,2024-09-26 00:24:00
368,Levy PLC,South Indian,Bakery,Pune,South,69.569754,-104.779061,3.87,0.255,0,2023-09-05 04:24:00
369,Roberts PLC,Italian,Chinese,Pune,South,17.4310865,144.320504,3.85,0.189,N,2024-02-12 02:12:00
370,"Gill, Brown and Mclean",Chinese,Chinese,Pune,South,86.654274,-104.823486,3.23,0.234,0,2023-04-20 09:50:00
371,"Robertson, Jones and Mendoza",Italian,Italian,Pune,Central,-27.0040735,-69.888054,4.69,0.201,N,2024-11-30 08:25:00
372,"Chavez, Burgess and Wagner",Healthy,South Indian,Hyderabad,West,86.684541,-87.553397,3.39,0.19,TRUE,2024-04-18 01:44:00
373,"Taylor, Vargas and Lucas",North Indian,South Indian,Mumbai,South,-56.576229,42.145279,4.73,0.275,TRUE,2023-08-16 21:43:00
374,Davis Ltd,Fast Food,Healthy,Mumbai,West,56.970707,-156.234293,4.02,0.296,N,2024-10-21 11:16:00
375,Robertson-Green,Italian,South Indian,Hyderabad,North,-50.9479035,84.691657,3.33,0.256,N,2024-08-01 02:23:00
376,Hamilton and Sons,South Indian,Italian,Mumbai,Central,27.8708475,-143.780965,4.09,0.253,1,2023-04-23 05:03:00
377,Thomas Group,Healthy,Chinese,Pune,South,63.782880,159.449092,3.62,0.219,TRUE,2023-03-31 09:49:00
378,Dean LLC,Bakery,South Indian,Mumbai,North,-9.8996645,22.322365,3.15,0.155,N,2024-12-24 13:21:00
379,Armstrong-Mitchell,North Indian,North Indian,Chennai,South,-36.339700,41.180780,4.3,0.275,1,2023-07-14 13:26:00
380,Smith-Wood,Chinese,South Indian,Delhi,North,27.520941,-50.288488,4.58,0.262,Y,2024-07-30 14:16:00
381,"Johnson, Lewis and Cunningham",Healthy,Bakery,Hyderabad,Central,69.599383,-43.823278,3.17,0.245,TRUE,2024-04-19 21:28:00
382,Stephens LLC,Italian,Bakery,Mumbai,West,58.0680695,145.856425,3.3,0.186,N,2023-06-10 15:45:00
383,Kelly-Carey,Fast Food,Chinese,Hyderabad,East,20.7374455,63.214304,3.08,0.166,N,2024-09-08 07:27:00
384,Rodriguez-Sanchez,North Indian,North Indian,Mumbai,West,12.357668,-64.403890,3.97,0.157,1,2023-03-03 22:43:00
385,Phillips PLC,Fast Food,Bakery,Pune,East,63.528180,-124.386429,3.38,0.247,Y,2024-05-02 15:13:00
386,"Walters, Griffith and Reed",North Indian,Italian,Delhi,North,-0.107959,-156.374474,3.51,0.233,N,2023-11-13 15:47:00
387,Pittman Ltd,Italian,Bakery,Chennai,North,-67.4054865,-126.512202,3.05,0.183,FALSE,2024-12-29 09:47:00
388,Newton LLC,Bakery,Italian,Pune,West,3.4550465,-42.691842,3.64,0.193,FALSE,2023-03-08 11:24:00
389,"Best, Jones and Livingston",North Indian,Italian,Delhi,South,66.7753145,-158.452894,4.35,0.224,Y,2023-11-18 02:19:00
390,Watson Group,Italian,Italian,Hyderabad,West,80.7212115,-100.840632,3.66,0.251,FALSE,2024-01-03 19:19:00
391,Fisher and Sons,Italian,North Indian,Delhi,Central,62.7899175,-79.462283,4.64,0.268,FALSE,2024-10-17 07:48:00
392,Golden-Hayes,South Indian,Fast Food,Chennai,East,-73.808713,-24.649921,3.39,0.261,0,2024-06-12 08:44:00
393,Carson-Morgan,South Indian,South Indian,Chennai,South,-1.675419,3.783114,,0.164,0,2023-09-29 11:33:00
394,"Richards, Taylor and Torres",Healthy,Bakery,Delhi,North,65.1116445,99.594401,3.86,0.218,Y,2023-05-14 07:50:00
395,Gill-Daniels,Chinese,South Indian,Pune,East,-62.6280995,-77.917976,3.71,0.196,1,2023-02-28 06:18:00
396,Vasquez-Ross,South Indian,Healthy,Hyderabad,East,-45.415066,-61.250422,4.52,0.173,1,2024-08-27 19:05:00
397,"Bond, Wilson and Oliver",Chinese,Bakery,Mumbai,North,-18.395071,125.038470,3.22,0.197,0,2024-11-18 06:29:00
398,Davis PLC,North Indian,North Indian,Hyderabad,South,46.279065,47.600950,3.28,0.235,Y,2023-05-17 19:00:00
399,"Nixon, James and Mccarthy",Bakery,Bakery,Delhi,West,-31.1792805,80.398285,3.05,0.271,TRUE,2023-07-22 20:35:00
400,Robbins-Pineda,Bakery,Bakery,Bengaluru,South,23.8811645,123.402779,4.66,0.263,0,2024-02-17 15:37:00
401,West-Singleton,Fast Food,South Indian,Chennai,South,-39.8213675,130.828141,4.12,0.196,N,2024-03-17 13:23:00
402,"Thornton, Henderson and Wiley",Italian,Bakery,Pune,Central,33.427966,74.537100,4.09,0.252,0,2024-08-01 21:37:00
403,Carter-Rodgers,Bakery,Bakery,Delhi,South,-73.7931345,-44.785251,3.38,0.286,0,2023-01-17 18:04:00
404,Stevenson-Dalton,Bakery,Italian,Delhi,North,82.5136515,-124.034945,3.6,0.236,FALSE,2023-07-08 12:52:00
405,Blackburn-Davis,Healthy,Healthy,Pune,North,66.438424,41.116893,4.02,0.199,0,2023-06-12 16:39:00
406,Vega-Woodard,Italian,Fast Food,Mumbai,West,2.834539,-173.794201,4.14,0.257,FALSE,2024-04-29 01:52:00
407,Zimmerman-Roth,Healthy,Bakery,Chennai,North,64.0411075,-37.726531,4.23,0.188,0,2023-09-15 14:41:00
408,"Alvarez, Nguyen and Rodriguez",Chinese,Fast Food,Pune,East,29.2318785,60.528830,3.72,0.163,1,2023-02-19 12:55:00
409,Hamilton-Kelly,Italian,Healthy,Hyderabad,West,-57.3186115,55.245509,3.71,0.254,,2024-04-27 21:01:00
410,"Payne, Nguyen and Williams",North Indian,Healthy,Mumbai,North,49.8859455,73.368866,3.49,0.252,Y,2024-10-27 23:04:00
411,Jackson Inc,Fast Food,Bakery,Hyderabad,South,-25.004732,-157.837252,3.65,0.213,N,2023-03-30 07:50:00
412,Herrera-Gonzalez,Fast Food,South Indian,Chennai,North,58.4285155,-8.134435,3.54,0.28,,2024-07-11 08:27:00
413,"Wu, Lawrence and Green",South Indian,Chinese,Hyderabad,East,85.0788635,-132.776223,3.05,0.213,TRUE,2023-03-11 04:36:00
414,Brown Group,Italian,Fast Food,Chennai,North,74.7114415,-105.439029,4.5,0.245,N,2024-09-16 18:48:00
415,Lambert-Fletcher,South Indian,Healthy,Bengaluru,Central,70.1308975,-147.119692,3.16,0.162,0,2023-08-09 03:16:00
416,Barry-King,Bakery,South Indian,Hyderabad,North,87.5303745,-103.362354,4.38,0.237,1,2024-01-08 05:11:00
417,Bullock Group,Healthy,Italian,Mumbai,North,57.8139435,-152.006775,3.13,0.252,FALSE,2023-10-26 00:09:00
418,Ward Group,North Indian,South Indian,Hyderabad,North,-16.248383,27.175249,4.0,0.168,N,2024-09-01 14:33:00
419,Matthews Inc,Fast Food,Chinese,Pune,West,-32.198340,-173.077920,3.34,0.153,0,2023-09-08 03:20:00
420,"Nelson, Sharp and Bush",Italian,Fast Food,Chennai,Central,-74.0633935,3.056509,4.39,0.151,Y,2023-01-06 23:33:00
