TRIP_ID,ORDER_ID,AGENT_ID,PICKUP_TIME,DROP_TIME,DISTANCE_KM,ESTIMATED_TIME_MIN,ACTUAL_TIME_MIN,SLA_BREACH_FLAG
6696,8894,154,2023-02-08 23:00:00,2023-02-08 23:22:00,11.15,25,22,0
6697,8895,704,2024-12-27 04:36:00,2024-12-27 04:54:00,11.1,20,18,0
6698,8896,471,2023-05-24 16:10:00,2023-05-24 16:33:00,8.59,30,23,0
6699,8897,641,2023-09-06 11:32:00,2023-09-06 12:22:00,2.5,30,50,1
6700,8902,319,2023-03-13 15:19:00,2023-03-13 15:26:00,2.41,20,7,0
6701,8903,449,2023-05-18 10:42:00,2023-05-18 11:03:00,3.11,30,21,0
6702,8904,351,2024-05-15 08:29:00,2024-05-15 08:29:00,7.7,35,0,0
6703,8905,637,2024-04-29 10:01:00,2024-04-29 10:18:00,10.37,30,17,0
6704,8906,295,2024-02-15 14:55:00,2024-02-15 14:57:00,1.45,25,2,0
6705,8908,537,2023-04-30 11:11:00,2023-04-30 11:28:00,7.44,25,17,0
6706,8909,18,2023-01-15 17:16:00,2023-01-15 17:37:00,5.97,25,21,0
6707,8910,557,2024-11-29 09:29:00,2024-11-29 09:37:00,7.36,35,8,0
6708,8911,334,2024-05-22 10:12:00,2024-05-22 10:47:00,8.03,35,35,0
6709,8913,130,2024-07-07 17:55:00,2024-07-07 18:07:00,8.39,25,12,0
6710,8914,244,2024-09-18 08:32:00,2024-09-18 09:01:00,5.43,30,29,0
6711,8915,373,2024-09-25 20:38:00,2024-09-25 21:03:00,8.68,35,25,0
6712,8917,130,2024-05-17 20:50:00,2024-05-17 21:08:00,6.09,35,18,0
6713,8919,578,2024-09-16 13:23:00,2024-09-16 14:11:00,2.84,35,48,1
6714,8920,470,2024-04-23 18:34:00,2024-04-23 18:44:00,9.82,30,10,0
6715,8922,645,2024-01-23 20:00:00,2024-01-23 20:34:00,10.37,30,34,0
6716,8923,619,2023-01-15 01:27:00,2023-01-15 01:43:00,5.31,35,16,0
6717,8924,119,2024-07-01 10:01:00,2024-07-01 10:35:00,11.61,35,34,0
6718,8925,355,2023-03-14 20:19:00,2023-03-14 21:06:00,10.69,20,47,1
6719,8926,269,2024-03-03 05:31:00,2024-03-03 05:41:00,11.28,20,10,0
6720,8928,4,2023-01-13 22:39:00,2023-01-13 23:17:00,10.45,20,38,1
6721,8929,92,2023-02-27 21:53:00,2023-02-27 22:24:00,4.83,20,31,1
6722,8930,178,2024-05-27 07:57:00,2024-05-27 08:20:00,1.33,25,23,0
6723,8931,621,2024-07-18 12:38:00,2024-07-18 13:16:00,3.25,25,38,1
6724,8932,469,2023-03-24 21:13:00,2023-03-24 21:54:00,5.48,30,41,1
6725,8933,559,2024-06-04 23:57:00,2024-06-05 00:25:00,9.62,25,28,0
6726,8934,574,2024-04-08 03:49:00,2024-04-08 04:48:00,5.26,20,59,1
6727,8935,774,2023-01-28 01:06:00,2023-01-28 01:40:00,8.8,30,34,0
6728,8936,332,2023-02-09 15:15:00,2023-02-09 16:07:00,5.43,25,52,1
6729,8937,701,2023-04-26 16:24:00,2023-04-26 17:22:00,1.42,20,58,1
6730,8938,768,2024-08-08 13:56:00,2024-08-08 14:16:00,3.16,30,20,0
6731,8939,238,2024-12-07 14:31:00,2024-12-07 15:00:00,10.16,25,29,0
6732,8940,28,2024-03-30 10:27:00,2024-03-30 11:03:00,10.64,35,36,0
6733,8942,392,2023-09-24 05:10:00,2023-09-24 05:46:00,10.32,35,36,0
6734,8943,379,2024-11-09 04:59:00,2024-11-09 05:23:00,11.59,35,24,0
6735,8944,37,2024-08-20 07:29:00,2024-08-20 07:47:00,3.85,30,18,0
6736,8945,694,2024-03-01 21:09:00,2024-03-01 21:36:00,10.2,20,27,1
6737,8946,286,2024-01-18 11:34:00,2024-01-18 12:34:00,10.44,20,60,1
6738,8947,528,2023-07-07 10:11:00,2023-07-07 10:35:00,5.81,20,24,0
6739,8948,114,2023-09-08 19:15:00,2023-09-08 19:54:00,10.48,20,39,1
6740,8950,300,2023-06-30 15:10:00,2023-06-30 15:53:00,9.26,35,43,1
6741,8952,759,2023-01-20 23:10:00,2023-01-20 23:37:00,2.21,35,27,0
6742,8953,275,2023-01-26 19:43:00,2023-01-26 20:00:00,3.27,35,17,0
6743,8956,600,2023-01-01 07:18:00,2023-01-01 07:53:00,5.61,35,35,0
6744,8957,769,2024-02-09 19:57:00,2024-02-09 20:25:00,1.07,20,28,1
6745,8958,576,2024-10-18 12:43:00,2024-10-18 13:06:00,11.53,25,23,0
6746,8959,460,2024-05-21 11:13:00,2024-05-21 11:51:00,4.21,30,38,1
6747,8962,719,2024-08-07 18:01:00,2024-08-07 18:13:00,1.88,30,12,0
6748,8964,532,2023-12-25 03:55:00,2023-12-25 04:15:00,1.58,20,20,0
6749,8965,792,2023-12-07 02:18:00,2023-12-07 02:28:00,6.46,20,10,0
6750,8966,5,2024-11-26 10:54:00,2024-11-26 11:41:00,2.27,25,47,1
6751,8967,46,2023-08-25 23:38:00,2023-08-26 00:16:00,2.59,25,38,1
6752,8968,81,2024-04-12 23:28:00,2024-04-12 23:56:00,9.45,30,28,0
6753,8970,247,2024-11-30 02:26:00,2024-11-30 02:48:00,2.74,25,22,0
6754,8971,332,2024-01-25 08:44:00,2024-01-25 09:00:00,10.87,20,16,0
6755,8972,244,2023-04-13 03:38:00,2023-04-13 04:30:00,9.2,25,52,1
6756,8974,238,2024-06-09 12:32:00,2024-06-09 12:45:00,11.11,25,13,0
6757,8975,327,2023-06-01 02:01:00,2023-06-01 02:18:00,2.11,25,17,0
6758,8976,334,2023-11-14 09:41:00,2023-11-14 10:25:00,4.8,20,44,1
6759,8978,131,2023-10-19 23:16:00,2023-10-19 23:42:00,9.59,20,26,1
6760,8979,57,2023-04-01 13:04:00,2023-04-01 13:45:00,2.56,20,41,1
6761,8980,621,2024-12-16 01:07:00,2024-12-16 01:41:00,4.16,30,34,0
6762,8981,23,2023-08-30 03:55:00,2023-08-30 04:48:00,5.46,25,53,1
6763,8983,41,2024-11-24 00:06:00,2024-11-24 00:17:00,10.39,35,11,0
6764,8984,748,2023-07-07 20:37:00,2023-07-07 21:15:00,3.39,25,38,1
6765,8985,596,2024-03-03 13:11:00,2024-03-03 13:43:00,3.13,25,32,1
6766,8986,131,2024-04-02 10:15:00,2024-04-02 10:44:00,7.51,20,29,1
6767,8987,761,2023-08-18 12:23:00,2023-08-18 12:50:00,7.02,30,27,0
6768,8988,270,2024-01-14 13:35:00,2024-01-14 14:11:00,6.51,30,36,1
6769,8989,291,2023-06-09 12:34:00,2023-06-09 13:15:00,11.22,20,41,1
6770,8990,109,2023-04-08 01:59:00,2023-04-08 02:28:00,11.69,30,29,0
6771,8991,713,2024-08-03 23:15:00,2024-08-04 00:04:00,9.76,25,49,1
6772,8992,328,2023-06-20 12:12:00,2023-06-20 13:12:00,9.15,30,60,1
6773,8994,682,2023-01-16 02:41:00,2023-01-16 03:02:00,9.83,30,21,0
6774,8995,175,2024-06-19 12:07:00,2024-06-19 12:41:00,9.01,30,34,0
6775,8996,577,2024-02-06 20:40:00,2024-02-06 21:22:00,1.58,25,42,1
6776,8997,381,2024-08-29 10:12:00,2024-08-29 10:42:00,1.79,25,30,0
6777,8998,307,2024-12-09 11:42:00,2024-12-09 12:19:00,6.56,25,37,1
6778,8999,699,2023-07-11 18:18:00,2023-07-11 18:57:00,8.33,20,39,1
6779,9000,679,2024-02-10 18:17:00,2024-02-10 18:57:00,5.24,20,40,1
6780,9001,475,2023-12-31 13:01:00,2023-12-31 14:04:00,4.48,25,63,1
6781,9002,76,2023-05-22 03:09:00,2023-05-22 03:19:00,3.47,35,10,0
6782,9004,201,2024-04-09 18:57:00,2024-04-09 19:17:00,11.57,30,20,0
6783,9007,93,2024-03-31 07:12:00,2024-03-31 07:53:00,2.21,20,41,1
6784,9008,775,2024-09-08 13:13:00,2024-09-08 13:12:00,3.8,30,-1,0
6785,9010,719,2024-02-08 20:29:00,2024-02-08 21:01:00,11.73,35,32,0
6786,9011,352,2024-04-03 16:33:00,2024-04-03 17:08:00,9.42,25,35,1
6787,9012,637,2023-05-16 21:16:00,2023-05-16 21:23:00,8.91,35,7,0
6788,9014,342,2023-07-25 05:27:00,2023-07-25 05:39:00,8.19,30,12,0
6789,9016,741,2023-05-16 19:08:00,2023-05-16 20:02:00,7.9,30,54,1
6790,9017,315,2023-09-07 16:34:00,2023-09-07 17:11:00,5.38,20,37,1
6791,9018,544,2023-09-29 17:19:00,2023-09-29 18:08:00,6.82,35,49,1
6792,9019,698,2024-06-06 08:00:00,2024-06-06 08:22:00,2.3,30,22,0
6793,9020,56,2023-01-11 01:42:00,2023-01-11 02:08:00,7.81,35,26,0
6794,9022,754,2024-07-21 03:09:00,2024-07-21 03:19:00,4.15,25,10,0
6795,9025,175,2024-05-15 05:44:00,2024-05-15 06:14:00,7.13,20,30,1
6796,9026,278,2024-02-12 17:34:00,2024-02-12 17:52:00,1.43,25,18,0
6797,9027,106,2024-10-12 23:06:00,2024-10-12 23:34:00,3.81,35,28,0
6798,9028,208,2023-12-04 15:38:00,2023-12-04 16:24:00,1.06,20,46,1
6799,9029,345,2023-01-20 23:37:00,2023-01-21 00:30:00,10.64,25,53,1
6800,9030,720,2024-12-03 07:13:00,2024-12-03 07:49:00,6.31,35,36,0
6801,9031,142,2024-11-29 04:16:00,2024-11-29 04:56:00,10.91,25,40,1
6802,9032,528,2024-01-28 05:32:00,2024-01-28 05:51:00,2.68,30,19,0
6803,9033,367,2023-03-06 01:14:00,2023-03-06 01:40:00,3.55,20,26,1
6804,9034,727,2024-01-02 23:06:00,2024-01-02 23:47:00,6.61,35,41,1
6805,9035,451,2024-11-24 17:52:00,2024-11-24 18:06:00,4.44,25,14,0
6806,9036,617,2023-03-23 06:46:00,2023-03-23 07:18:00,7.83,30,32,0
6807,9037,410,2023-05-24 06:30:00,2023-05-24 06:32:00,11.88,35,2,0
6808,9038,510,2023-10-06 17:53:00,2023-10-06 18:34:00,2.55,20,41,1
6809,9039,416,2024-04-08 22:36:00,2024-04-08 23:19:00,6.49,30,43,1
6810,9040,547,2024-12-19 23:53:00,2024-12-20 00:28:00,11.44,25,35,1
6811,9041,255,2024-07-05 00:44:00,2024-07-05 01:07:00,3.09,25,23,0
6812,9042,135,2023-08-14 22:36:00,2023-08-14 22:54:00,1.68,25,18,0
6813,9043,384,2024-02-18 13:27:00,2024-02-18 14:08:00,9.93,20,41,1
6814,9044,129,2023-10-18 13:08:00,2023-10-18 13:14:00,3.31,35,6,0
6815,9045,654,2024-10-12 12:48:00,2024-10-12 13:18:00,8.26,25,30,0
6816,9046,281,2024-06-08 22:55:00,2024-06-08 23:21:00,4.46,30,26,0
6817,9047,162,2023-08-23 05:39:00,2023-08-23 06:07:00,3.91,25,28,0
6818,9048,655,2024-04-06 05:20:00,2024-04-06 06:05:00,1.56,20,45,1
6819,9049,302,2024-09-29 01:51:00,2024-09-29 01:53:00,5.21,25,2,0
6820,9052,737,2024-08-24 03:59:00,2024-08-24 04:31:00,2.68,30,32,0
6821,9053,727,2024-11-19 06:38:00,2024-11-19 07:23:00,8.77,30,45,1
6822,9054,308,2023-09-17 11:38:00,2023-09-17 12:04:00,8.51,20,26,1
6823,9056,80,2023-09-15 22:32:00,2023-09-15 22:52:00,6.71,25,20,0
6824,9057,461,2023-04-07 06:46:00,2023-04-07 06:58:00,11.43,20,12,0
6825,9058,592,2023-09-23 10:34:00,2023-09-23 11:26:00,2.04,25,52,1
6826,9059,47,2023-06-14 02:42:00,2023-06-14 03:36:00,11.5,25,54,1
6827,9060,53,2023-09-29 06:11:00,2023-09-29 06:56:00,2.11,35,45,1
6828,9061,270,2023-10-01 22:57:00,2023-10-01 23:44:00,3.3,25,47,1
6829,9062,172,2024-11-09 02:15:00,2024-11-09 03:01:00,7.39,25,46,1
6830,9063,98,2024-01-22 10:12:00,2024-01-22 10:38:00,4.47,35,26,0
6831,9064,335,2023-11-23 18:32:00,2023-11-23 18:28:00,9.95,20,-4,0
6832,9065,292,2024-02-03 02:30:00,2024-02-03 03:17:00,8.0,35,47,1
6833,9066,244,2024-05-22 04:09:00,2024-05-22 04:57:00,2.79,35,48,1
6834,9067,411,2024-03-03 20:11:00,2024-03-03 20:29:00,9.46,35,18,0
6835,9070,732,2023-01-05 18:29:00,2023-01-05 18:52:00,2.87,25,23,0
6836,9073,434,2024-04-05 15:56:00,2024-04-05 16:36:00,2.29,35,40,0
6837,9075,38,2024-04-16 18:31:00,2024-04-16 18:55:00,11.09,30,24,0
6838,9076,347,2023-09-12 05:46:00,2023-09-12 06:18:00,7.13,35,32,0
6839,9077,189,2024-10-08 18:01:00,2024-10-08 18:36:00,3.16,25,35,1
6840,9078,276,2023-06-19 02:07:00,2023-06-19 02:49:00,3.1,25,42,1
6841,9080,716,2024-08-20 13:56:00,2024-08-20 14:40:00,1.97,25,44,1
6842,9083,431,2023-10-18 04:19:00,2023-10-18 04:32:00,8.47,35,13,0
6843,9084,520,2023-10-24 09:16:00,2023-10-24 09:56:00,7.78,35,40,0
6844,9085,180,2024-10-01 00:53:00,2024-10-01 01:42:00,5.45,20,49,1
6845,9086,342,2024-10-25 13:43:00,2024-10-25 14:03:00,11.78,25,20,0
6846,9088,186,2023-07-02 03:52:00,2023-07-02 04:39:00,7.55,20,47,1
6847,9093,24,2023-04-05 14:49:00,2023-04-05 15:14:00,4.65,30,25,0
6848,9094,116,2024-01-18 17:45:00,2024-01-18 18:37:00,9.28,35,52,1
6849,9095,732,2023-10-01 05:53:00,2023-10-01 06:07:00,6.25,30,14,0
6850,9096,761,2024-03-12 17:17:00,2024-03-12 17:44:00,5.85,20,27,1
6851,9097,158,2023-07-06 13:26:00,2023-07-06 14:20:00,10.38,35,54,1
6852,9098,298,2023-01-17 04:16:00,2023-01-17 05:09:00,3.79,35,53,1
6853,9099,31,2024-01-26 05:59:00,2024-01-26 06:33:00,5.1,35,34,0
6854,9100,173,2024-06-29 04:45:00,2024-06-29 05:39:00,6.66,35,54,1
6855,9101,563,2023-12-03 08:53:00,2023-12-03 09:27:00,6.82,35,34,0
6856,9102,471,2023-06-12 13:50:00,2023-06-12 14:25:00,10.54,20,35,1
6857,9103,751,2023-06-29 04:12:00,2023-06-29 04:28:00,11.64,20,16,0
6858,9104,148,2024-09-11 05:09:00,2024-09-11 05:33:00,9.85,35,24,0
6859,9106,376,2023-11-26 11:22:00,2023-11-26 11:41:00,10.83,35,19,0
6860,9108,239,2024-03-02 15:40:00,2024-03-02 15:42:00,6.49,25,2,0
6861,9109,233,2023-02-13 11:33:00,2023-02-13 11:58:00,9.65,20,25,0
6862,9110,760,2024-03-21 23:52:00,2024-03-22 00:33:00,5.17,25,41,1
6863,9111,718,2024-04-03 02:58:00,2024-04-03 03:30:00,7.81,35,32,0
6864,9112,81,2024-09-26 01:46:00,2024-09-26 02:12:00,11.25,35,26,0
6865,9113,359,2023-05-28 06:11:00,2023-05-28 06:19:00,1.92,30,8,0
6866,9114,783,2024-06-17 04:39:00,2024-06-17 04:56:00,6.48,20,17,0
6867,9115,418,2023-06-02 23:17:00,2023-06-02 23:46:00,2.75,20,29,1
6868,9116,7,2023-03-28 11:47:00,2023-03-28 11:52:00,11.88,35,5,0
6869,9117,156,2024-09-27 08:23:00,2024-09-27 09:04:00,6.68,20,41,1
6870,9119,122,2023-01-04 14:22:00,2023-01-04 14:31:00,11.45,35,9,0
6871,9123,731,2024-07-25 03:11:00,2024-07-25 03:40:00,4.03,35,29,0
6872,9124,756,2023-04-26 05:57:00,2023-04-26 06:22:00,5.38,30,25,0
6873,9125,644,2023-08-15 16:34:00,2023-08-15 17:25:00,1.55,30,51,1
6874,9126,711,2023-06-22 12:30:00,2023-06-22 12:54:00,3.52,20,24,0
6875,9128,686,2023-02-06 11:54:00,2023-02-06 12:47:00,9.46,35,53,1
6876,9130,28,2024-10-18 09:32:00,2024-10-18 10:21:00,7.81,25,49,1
6877,9131,57,2023-01-09 16:39:00,2023-01-09 17:22:00,2.57,30,43,1
6878,9133,498,2024-03-08 09:20:00,2024-03-08 09:39:00,2.04,30,19,0
6879,9134,661,2024-05-14 12:20:00,2024-05-14 13:05:00,9.11,35,45,1
6880,9135,88,2024-04-20 23:07:00,2024-04-20 23:10:00,6.42,20,3,0
6881,9136,195,2023-09-22 08:41:00,2023-09-22 09:14:00,2.74,20,33,1
6882,9137,590,2023-04-18 19:26:00,2023-04-18 20:07:00,5.44,35,41,1
6883,9139,543,2023-09-29 13:39:00,2023-09-29 14:10:00,9.62,25,31,1
6884,9140,199,2024-11-26 09:26:00,2024-11-26 10:06:00,8.53,20,40,1
6885,9141,792,2023-08-05 11:18:00,2023-08-05 11:43:00,10.93,20,25,0
6886,9142,74,2024-12-22 15:54:00,2024-12-22 16:12:00,7.63,20,18,0
6887,9143,292,2024-05-13 16:00:00,2024-05-13 16:33:00,1.63,20,33,1
6888,9145,540,2023-12-28 02:43:00,2023-12-28 03:10:00,9.33,35,27,0
6889,9146,399,2024-08-20 16:22:00,2024-08-20 16:33:00,7.63,25,11,0
6890,9149,211,2023-08-16 00:20:00,2023-08-16 00:41:00,5.72,20,21,0
6891,9151,87,2024-04-14 04:24:00,2024-04-14 04:58:00,9.19,20,34,1
6892,9152,314,2024-11-16 13:53:00,2024-11-16 14:44:00,9.85,25,51,1
6893,9153,634,2023-11-09 16:45:00,2023-11-09 17:18:00,6.87,20,33,1
6894,9155,409,2024-08-10 12:08:00,2024-08-10 12:21:00,8.34,35,13,0
6895,9156,691,2024-08-02 20:25:00,2024-08-02 20:40:00,2.6,20,15,0
6896,9158,316,2023-10-03 05:32:00,2023-10-03 06:24:00,8.81,20,52,1
6897,9160,405,2024-09-22 04:05:00,2024-09-22 04:22:00,10.28,20,17,0
6898,9163,346,2024-12-14 16:14:00,2024-12-14 16:48:00,7.15,30,34,0
6899,9164,162,2024-01-22 12:20:00,2024-01-22 13:15:00,10.54,20,55,1
6900,9166,557,2024-08-16 08:57:00,2024-08-16 09:10:00,8.57,30,13,0
6901,9167,63,2023-01-21 02:18:00,2023-01-21 03:00:00,4.01,25,42,1
6902,9168,123,2024-03-14 14:37:00,2024-03-14 15:21:00,5.88,20,44,1
6903,9169,527,2024-04-24 05:25:00,2024-04-24 05:53:00,4.74,25,28,0
6904,9170,762,2023-02-03 09:37:00,2023-02-03 10:22:00,3.17,20,45,1
6905,9172,430,2023-07-03 09:33:00,2023-07-03 10:01:00,2.6,30,28,0
6906,9173,597,2024-04-07 09:55:00,2024-04-07 10:38:00,10.54,20,43,1
6907,9174,425,2023-01-06 12:50:00,2023-01-06 13:26:00,7.29,30,36,1
6908,9175,350,2024-05-08 15:27:00,2024-05-08 15:41:00,10.73,25,14,0
6909,9178,506,2023-10-14 06:42:00,2023-10-14 07:13:00,10.84,25,31,1
6910,9179,275,2023-10-17 03:12:00,2023-10-17 03:33:00,8.55,30,21,0
6911,9180,108,2024-05-10 07:16:00,2024-05-10 07:44:00,7.77,30,28,0
6912,9181,597,2023-08-05 05:40:00,2023-08-05 06:27:00,6.95,25,47,1
6913,9182,581,2023-12-06 23:31:00,2023-12-06 23:47:00,5.27,35,16,0
6914,9183,607,2023-02-23 18:23:00,2023-02-23 18:40:00,11.45,35,17,0
6915,9184,40,2023-11-06 22:27:00,2023-11-06 22:54:00,7.31,20,27,1
6916,9185,624,2024-07-13 22:05:00,2024-07-13 22:42:00,4.6,20,37,1
6917,9186,317,2024-10-21 11:20:00,2024-10-21 12:23:00,5.77,20,63,1
6918,9187,306,2023-05-18 02:45:00,2023-05-18 03:04:00,4.94,20,19,0
6919,9188,94,2023-06-03 02:14:00,2023-06-03 02:42:00,7.26,30,28,0
6920,9189,622,2024-08-20 04:14:00,2024-08-20 04:24:00,1.39,30,10,0
6921,9190,595,2024-03-29 04:22:00,2024-03-29 04:55:00,1.17,20,33,1
6922,9191,794,2023-11-02 05:53:00,2023-11-02 06:22:00,5.6,35,29,0
6923,9192,155,2023-07-01 10:54:00,2023-07-01 11:23:00,7.96,25,29,0
6924,9193,775,2024-04-21 20:01:00,2024-04-21 20:18:00,6.42,30,17,0
6925,9194,351,2024-02-17 11:53:00,2024-02-17 11:59:00,11.6,35,6,0
6926,9196,214,2023-05-08 07:03:00,2023-05-08 07:43:00,1.35,35,40,0
6927,9197,765,2024-10-22 01:15:00,2024-10-22 01:43:00,8.46,25,28,0
6928,9198,19,2024-08-05 15:05:00,2024-08-05 15:34:00,10.79,30,29,0
6929,9201,314,2024-03-08 23:00:00,2024-03-08 23:21:00,6.29,35,21,0
6930,9202,693,2023-07-08 02:08:00,2023-07-08 02:38:00,5.32,20,30,1
6931,9203,185,2023-02-12 21:08:00,2023-02-12 21:36:00,7.95,20,28,1
6932,9204,631,2023-10-14 07:13:00,2023-10-14 07:35:00,5.16,20,22,0
6933,9205,84,2023-09-01 19:06:00,2023-09-01 19:39:00,10.7,30,33,0
6934,9206,19,2024-10-16 00:24:00,2024-10-16 00:42:00,6.91,20,18,0
6935,9207,652,2023-10-25 18:55:00,2023-10-25 18:57:00,10.86,25,2,0
6936,9208,176,2023-10-15 03:21:00,2023-10-15 03:49:00,10.38,30,28,0
6937,9210,494,2024-09-20 22:34:00,2024-09-20 23:06:00,8.74,20,32,1
6938,9211,220,2024-05-04 06:51:00,2024-05-04 07:07:00,10.92,20,16,0
6939,9213,593,2024-01-23 16:32:00,2024-01-23 17:26:00,8.76,30,54,1
6940,9214,577,2024-10-19 05:54:00,2024-10-19 06:36:00,4.59,35,42,1
6941,9215,210,2024-01-21 20:46:00,2024-01-21 21:26:00,1.7,25,40,1
6942,9216,629,2024-04-06 00:38:00,2024-04-06 01:34:00,2.55,35,56,1
6943,9219,796,2023-06-29 19:33:00,2023-06-29 20:26:00,4.09,20,53,1
6944,9220,791,2024-06-14 14:00:00,2024-06-14 14:18:00,9.41,30,18,0
6945,9221,639,2024-09-19 18:07:00,2024-09-19 18:41:00,5.02,25,34,1
6946,9222,252,2023-03-19 15:30:00,2023-03-19 15:55:00,11.98,25,25,0
6947,9223,341,2023-08-17 20:11:00,2023-08-17 20:57:00,8.25,35,46,1
6948,9224,132,2023-11-24 13:35:00,2023-11-24 13:46:00,8.68,20,11,0
6949,9225,416,2023-06-10 19:55:00,2023-06-10 20:54:00,7.53,25,59,1
6950,9226,420,2023-11-23 19:30:00,2023-11-23 19:45:00,4.64,25,15,0
6951,9227,314,2023-08-29 03:57:00,2023-08-29 04:10:00,9.38,35,13,0
6952,9231,185,2023-07-12 18:22:00,2023-07-12 19:11:00,11.22,20,49,1
6953,9232,681,2024-06-01 13:51:00,2024-06-01 14:10:00,2.93,35,19,0
6954,9233,673,2024-05-28 16:20:00,2024-05-28 16:59:00,11.64,30,39,1
6955,9234,627,2024-04-21 19:23:00,2024-04-21 20:09:00,10.59,30,46,1
6956,9235,795,2024-11-03 02:43:00,2024-11-03 03:16:00,3.66,20,33,1
6957,9236,49,2024-03-01 01:49:00,2024-03-01 01:57:00,11.55,30,8,0
6958,9238,408,2024-09-02 11:54:00,2024-09-02 12:42:00,6.39,20,48,1
6959,9239,506,2024-01-15 02:04:00,2024-01-15 02:43:00,8.28,20,39,1
6960,9240,7,2023-10-02 22:20:00,2023-10-02 23:01:00,9.96,20,41,1
6961,9241,737,2023-05-27 06:50:00,2023-05-27 07:43:00,7.98,20,53,1
6962,9243,788,2024-04-18 13:21:00,2024-04-18 13:25:00,3.08,30,4,0
6963,9244,295,2023-07-27 11:33:00,2023-07-27 11:58:00,1.48,25,25,0
6964,9245,398,2024-09-08 22:11:00,2024-09-08 22:27:00,7.52,30,16,0
6965,9246,219,2024-07-19 07:08:00,2024-07-19 07:52:00,1.61,30,44,1
6966,9247,431,2024-05-23 09:02:00,2024-05-23 09:24:00,11.99,35,22,0
6967,9248,240,2023-05-09 06:37:00,2023-05-09 07:00:00,1.0,20,23,0
6968,9250,399,2023-08-15 19:05:00,2023-08-15 19:26:00,6.47,35,21,0
6969,9251,62,2024-04-02 11:28:00,2024-04-02 12:18:00,6.99,20,50,1
6970,9253,366,2024-10-01 23:03:00,2024-10-01 23:20:00,2.81,30,17,0
6971,9254,362,2024-02-08 14:00:00,2024-02-08 14:52:00,11.29,20,52,1
6972,9255,557,2023-11-02 20:18:00,2023-11-02 20:43:00,10.87,30,25,0
6973,9256,46,2023-11-01 14:37:00,2023-11-01 14:54:00,7.99,30,17,0
6974,9258,531,2023-11-02 19:33:00,2023-11-02 19:39:00,5.16,25,6,0
6975,9260,80,2024-01-29 09:18:00,2024-01-29 09:30:00,7.14,20,12,0
6976,9261,354,2023-06-29 16:57:00,2023-06-29 17:08:00,7.05,20,11,0
6977,9262,577,2023-07-31 05:54:00,2023-07-31 06:43:00,3.23,25,49,1
6978,9263,622,2024-03-02 23:39:00,2024-03-03 00:06:00,3.74,20,27,1
6979,9265,175,2023-12-17 02:18:00,2023-12-17 02:49:00,11.49,30,31,0
6980,9266,205,2023-10-21 11:56:00,2023-10-21 12:13:00,4.9,25,17,0
6981,9267,250,2024-04-22 14:28:00,2024-04-22 14:45:00,5.55,20,17,0
6982,9268,254,2024-09-02 09:03:00,2024-09-02 09:50:00,8.15,25,47,1
6983,9270,478,2023-01-22 08:52:00,2023-01-22 09:04:00,7.3,25,12,0
6984,9271,136,2024-12-13 03:58:00,2024-12-13 04:35:00,2.97,35,37,0
6985,9272,314,2024-04-14 05:56:00,2024-04-14 06:33:00,3.77,30,37,1
6986,9273,669,2023-05-20 00:32:00,2023-05-20 01:09:00,9.34,20,37,1
6987,9274,351,2023-02-10 16:17:00,2023-02-10 16:56:00,5.78,25,39,1
6988,9275,651,2024-09-04 15:54:00,2024-09-04 16:30:00,10.97,20,36,1
6989,9276,707,2023-12-21 06:27:00,2023-12-21 07:29:00,6.63,30,62,1
6990,9277,88,2024-12-06 16:41:00,2024-12-06 16:53:00,3.9,35,12,0
6991,9278,49,2024-11-28 20:31:00,2024-11-28 21:11:00,9.37,30,40,1
6992,9279,32,2023-08-28 15:45:00,2023-08-28 16:18:00,5.11,30,33,0
6993,9280,82,2023-11-26 12:17:00,2023-11-26 12:42:00,6.1,20,25,0
6994,9283,17,2023-02-13 01:49:00,2023-02-13 02:24:00,9.1,30,35,0
6995,9284,575,2024-03-22 09:16:00,2024-03-22 09:54:00,6.73,25,38,1
6996,9286,537,2024-10-06 13:16:00,2024-10-06 14:08:00,9.37,25,52,1
6997,9287,528,2023-04-27 10:48:00,2023-04-27 11:29:00,9.49,25,41,1
6998,9288,494,2024-01-25 01:28:00,2024-01-25 01:34:00,5.97,20,6,0
6999,9289,385,2024-12-19 07:18:00,2024-12-19 07:19:00,1.98,20,1,0
7000,9292,155,2024-02-05 03:09:00,2024-02-05 03:46:00,5.55,35,37,0
7001,9293,456,2024-02-22 19:39:00,2024-02-22 20:02:00,2.76,25,23,0
7002,9296,541,2023-04-19 10:10:00,2023-04-19 10:11:00,11.36,25,1,0
7003,9297,724,2024-03-29 06:34:00,2024-03-29 07:08:00,7.76,20,34,1
7004,9298,513,2024-06-07 04:11:00,2024-06-07 04:43:00,6.91,25,32,1
7005,9299,154,2023-05-31 01:53:00,2023-05-31 02:24:00,3.23,20,31,1
7006,9300,75,2024-07-18 15:28:00,2024-07-18 16:11:00,11.3,35,43,1
7007,9303,253,2023-03-26 21:26:00,2023-03-26 21:55:00,11.51,30,29,0
7008,9304,145,2023-09-18 13:41:00,2023-09-18 14:24:00,3.05,30,43,1
7009,9307,88,2024-02-12 02:58:00,2024-02-12 03:15:00,4.0,30,17,0
7010,9308,324,2024-04-09 21:02:00,2024-04-09 21:31:00,2.9,20,29,1
