MENU_ITEM_ID,RESTAURANT_ID,ITEM_NAME,CATEGORY,PRICE,IS_VEG,IS_ACTIVE
2611,908,Radio Bowl,Starter,112.0,Y,1
2612,364,Manager Burger,Dessert,130.84,1,0
2613,469,Put Bowl,Main,268.45,1,Y
2614,182,Conference Thali,Starter,540.38,0,N
2615,590,Spend Burger,Main,207.21,0,1
2616,127,Question Meal,Main,94.99,Y,N
2617,27,Claim Burger,Starter,285.2,1,
2618,434,Significant Pizza,Dessert,293.62,1,N
2619,385,Store Burger,Beverage,530.31,N,0
2620,871,School Burger,Dessert,455.17,Y,0
2621,427,Agree Pizza,Main,599.83,0,1
2622,715,Budget Thali,Main,160.87,1,1
2623,223,Former Meal,Main,362.21,1,N
2624,759,Structure Meal,Main,339.72,N,
2625,794,Perhaps Bowl,Beverage,560.33,N,
2626,677,Challenge Pizza,Main,343.67,N,Y
2627,34,Approach Meal,Main,390.65,0,N
2628,144,Country Thali,Main,490.01,Y,1
2629,369,Care Pizza,Dessert,238.54,N,
2630,530,Bill Pizza,Dessert,392.69,0,
2631,325,Control Pizza,Dessert,504.22,1,1
2632,839,Movie Burger,Dessert,555.19,N,0
2633,887,East Pizza,Main,89.21,0,1
2634,115,Pressure Bowl,Beverage,554.68,1,1
2635,503,Mean Burger,Dessert,199.14,Y,1
2636,354,Form Bowl,Beverage,129.48,1,Y
2637,164,Investment Burger,Dessert,280.82,0,N
2638,507,Late Burger,Main,328.29,1,1
2639,514,President Pizza,Beverage,100.94,Y,
2640,106,Sister Meal,Beverage,185.51,Y,
2641,607,Much Pizza,Dessert,266.74,0,N
2642,347,Great Bowl,Main,467.19,1,Y
2643,795,Concern Burger,Beverage,200.07,Y,N
2644,230,Degree Burger,Starter,545.03,Y,
2645,567,Language Thali,Main,396.1,1,0
2646,257,School Thali,Starter,172.02,N,N
2647,385,Picture Bowl,Starter,491.8,Y,
2648,380,Director Bowl,Dessert,587.75,Y,1
2649,100,Successful Meal,Dessert,147.25,0,1
2650,496,View Bowl,Dessert,585.86,0,1
2651,727,Tax Burger,Beverage,403.43,1,0
2652,443,Leg Bowl,Dessert,329.54,1,0
2653,394,Significant Pizza,Beverage,533.98,Y,1
2654,314,West Burger,Main,262.21,N,0
2655,895,Toward Thali,Beverage,477.81,1,0
2656,876,Ready Burger,Starter,558.97,Y,0
2657,509,Can Pizza,Dessert,110.94,Y,Y
2658,967,Assume Burger,Beverage,509.66,Y,N
2659,264,Item Meal,Main,376.02,0,1
2660,86,Book Burger,Starter,87.52,0,1
2661,885,State Meal,Dessert,405.01,1,0
2662,201,Structure Meal,Beverage,301.33,N,1
2663,521,Least Pizza,Starter,421.73,0,Y
2664,104,Bit Burger,Starter,117.18,0,Y
2665,738,Civil Burger,Dessert,217.55,N,1
2666,215,Level Thali,Main,121.58,1,0
2667,851,Fall Bowl,Starter,162.34,1,
2668,102,Perhaps Pizza,Beverage,232.12,Y,N
2669,973,Help Burger,Dessert,223.37,1,N
2670,778,West Pizza,Main,572.52,1,N
2671,347,Often Meal,Beverage,442.9,N,Y
2672,460,Here Burger,Main,355.96,N,N
2673,955,Visit Burger,Dessert,585.7,1,N
2674,149,System Pizza,Main,487.23,0,N
2675,55,Explain Thali,Dessert,543.13,N,0
2676,902,Little Pizza,Dessert,583.52,Y,0
2677,969,Day Burger,Main,131.38,N,Y
2678,812,Animal Meal,Main,231.11,Y,Y
2679,877,Probably Pizza,Main,85.45,Y,0
2680,20,Party Meal,Beverage,486.22,1,
2681,606,Onto Bowl,Beverage,99.39,Y,
2682,713,Important Meal,Beverage,121.47,1,
2683,471,Build Bowl,Dessert,350.05,1,N
2684,868,Myself Burger,Beverage,332.72,N,1
2685,692,Property Bowl,Beverage,379.15,Y,1
2686,750,Somebody Pizza,Dessert,301.24,0,
2687,375,Growth Thali,Main,323.42,Y,Y
2688,956,Good Thali,Beverage,443.76,Y,1
2689,109,Face Thali,Beverage,362.47,N,
2690,502,Goal Thali,Dessert,183.85,1,Y
2691,630,Nation Bowl,Dessert,545.6,N,1
2692,713,Argue Burger,Main,575.1,0,0
2693,97,Beat Burger,Starter,593.62,N,
2694,202,Property Bowl,Dessert,398.78,N,1
2695,989,Create Meal,Dessert,194.33,N,1
2696,47,Environment Burger,Dessert,135.29,1,0
2697,173,Position Thali,Starter,460.82,0,
2698,779,Day Meal,Starter,311.46,1,0
2699,551,Bill Bowl,Beverage,139.95,1,Y
2700,3,Reason Pizza,Beverage,378.37,0,
2701,985,Until Meal,Dessert,163.44,0,N
2702,437,Have Meal,Dessert,167.44,0,0
2703,733,Class Pizza,Main,311.34,N,N
2704,475,Better Meal,Main,271.67,Y,
2705,510,Until Bowl,Dessert,,0,N
2706,794,Fast Thali,Starter,212.82,1,N
2707,575,Attention Meal,Main,506.65,N,1
2708,285,Develop Bowl,Starter,570.44,Y,0
2709,457,Season Meal,Main,454.47,N,0
2710,463,Agreement Thali,Main,440.77,Y,N
2711,150,Hold Meal,Starter,80.8,0,
2712,454,Whom Bowl,Main,372.5,N,N
2713,40,Happy Pizza,Dessert,528.05,0,Y
2714,291,Goal Pizza,Starter,209.33,0,1
2715,23,Various Bowl,Dessert,545.57,1,1
2716,603,Training Burger,Starter,175.88,N,1
2717,813,Republican Meal,Main,386.4,1,0
2718,796,Appear Bowl,Main,,Y,
2719,802,Rather Thali,Dessert,366.38,Y,Y
2720,26,Eye Pizza,Beverage,490.72,Y,
2721,558,Then Burger,Main,500.83,N,Y
2722,519,Item Burger,Beverage,366.85,N,Y
2723,560,Huge Pizza,Beverage,537.63,Y,0
2724,837,Well Burger,Beverage,254.04,1,N
2725,300,Either Meal,Dessert,152.12,1,N
2726,446,Continue Burger,Dessert,492.7,1,1
2727,72,Over Thali,Starter,305.14,Y,1
2728,854,Campaign Bowl,Main,368.37,N,N
2729,183,Last Bowl,Starter,,N,0
2730,95,Black Pizza,Main,275.86,0,1
2731,389,Speak Thali,Main,181.36,0,Y
2732,264,Right Burger,Main,191.47,Y,N
2733,880,Total Pizza,Beverage,356.17,1,N
2734,178,Fire Bowl,Starter,478.83,N,0
2735,70,Speak Bowl,Main,352.9,N,1
2736,317,Serious Pizza,Beverage,218.95,Y,Y
2737,750,Well Meal,Main,264.0,N,N
2738,205,Painting Thali,Dessert,226.42,0,1
2739,102,Industry Meal,Main,224.79,0,N
2740,680,Case Pizza,Main,277.82,N,1
2741,197,Either Meal,Dessert,349.16,0,N
2742,118,Rest Burger,Starter,522.28,Y,N
2743,59,Site Meal,Starter,296.36,0,0
2744,323,Success Thali,Beverage,441.52,Y,1
2745,813,Low Meal,Dessert,94.71,0,Y
2746,121,Maybe Burger,Beverage,218.37,Y,N
2747,939,Behavior Thali,Main,285.18,1,0
2748,750,Several Pizza,Dessert,558.6,N,Y
2749,652,Set Meal,Dessert,380.7,N,Y
2750,917,Game Burger,Beverage,290.48,N,N
2751,387,Reflect Burger,Main,286.32,0,Y
2752,720,Particular Meal,Dessert,345.41,1,0
2753,171,Part Thali,Beverage,236.91,Y,Y
2754,205,Ahead Burger,Dessert,444.91,0,1
2755,314,Report Burger,Starter,,Y,
2756,44,Food Meal,Main,515.05,0,N
2757,375,Reach Meal,Main,119.28,Y,
2758,683,Kid Bowl,Beverage,124.51,Y,0
2759,635,Entire Thali,Dessert,317.79,N,
2760,222,Computer Meal,Main,478.12,N,Y
2761,37,Later Thali,Starter,583.64,Y,Y
2762,925,Form Bowl,Dessert,580.42,1,0
2763,743,Part Pizza,Starter,443.2,1,
2764,341,Work Pizza,Main,,0,1
2765,369,Job Meal,Dessert,255.19,0,Y
2766,72,Two Bowl,Beverage,395.95,Y,Y
2767,932,Fly Thali,Main,496.85,1,1
2768,662,Guy Pizza,Main,,0,0
2769,711,Answer Bowl,Main,264.67,Y,Y
2770,999,Whom Thali,Beverage,509.79,0,1
2771,671,Perform Meal,Main,297.58,1,1
2772,886,All Bowl,Beverage,573.09,0,N
2773,119,Less Thali,Starter,141.47,1,Y
2774,214,Through Burger,Dessert,363.43,1,0
2775,372,Bag Bowl,Beverage,249.4,0,1
2776,204,Become Pizza,Main,425.38,0,Y
2777,203,Attorney Bowl,Beverage,212.68,0,
2778,114,Shake Bowl,Starter,579.21,1,Y
2779,233,Theory Burger,Main,388.09,N,1
2780,79,Note Thali,Starter,516.58,1,Y
2781,736,Central Meal,Dessert,592.4,Y,N
2782,382,Wall Thali,Main,194.33,N,Y
2783,529,Dream Pizza,Dessert,136.69,0,0
2784,984,Structure Meal,Dessert,440.86,1,N
2785,359,Establish Thali,Beverage,,Y,N
2786,377,Despite Burger,Dessert,358.35,0,
2787,437,Where Bowl,Main,370.46,0,0
2788,914,Impact Meal,Beverage,599.2,1,Y
2789,5,Point Meal,Main,329.23,N,0
2790,580,Allow Meal,Dessert,210.07,N,0
2791,397,Seek Thali,Starter,301.56,N,0
2792,707,Others Meal,Beverage,349.91,Y,Y
2793,502,Community Pizza,Main,92.02,Y,0
2794,869,Sport Pizza,Starter,449.54,Y,0
2795,921,Low Pizza,Main,311.37,Y,N
2796,377,Indicate Bowl,Main,466.44,Y,1
2797,180,Local Burger,Beverage,368.74,N,1
2798,394,Act Pizza,Dessert,225.9,N,
2799,1000,Modern Meal,Starter,565.8,Y,Y
2800,952,Statement Thali,Beverage,147.96,Y,0
2801,776,Character Pizza,Beverage,387.81,1,N
2802,717,Agreement Meal,Starter,155.38,0,
2803,113,Attention Bowl,Beverage,391.77,Y,Y
2804,810,Guy Thali,Starter,213.34,1,
2805,422,Pressure Burger,Starter,342.28,N,
2806,847,Campaign Meal,Main,390.5,0,
2807,657,Unit Burger,Starter,294.37,N,N
2808,128,Collection Meal,Main,374.3,1,
2809,768,Forward Pizza,Beverage,385.42,Y,Y
2810,696,Although Thali,Main,311.62,Y,Y
2811,45,Article Burger,Beverage,461.62,1,
2812,182,Product Meal,Beverage,583.32,1,N
2813,665,Win Meal,Starter,154.45,Y,Y
2814,938,Look Thali,Main,461.33,Y,Y
2815,334,Happy Pizza,Dessert,398.15,1,0
2816,112,Team Bowl,Dessert,410.72,Y,N
2817,953,Unit Pizza,Beverage,274.6,Y,1
2818,873,Own Bowl,Main,341.93,Y,N
2819,44,Even Bowl,Main,448.74,0,Y
2820,24,White Thali,Starter,275.93,1,0
2821,878,Build Pizza,Beverage,591.66,Y,1
2822,638,Turn Bowl,Starter,492.67,Y,Y
2823,154,Eye Meal,Beverage,217.61,0,0
2824,841,Card Meal,Dessert,478.0,Y,0
2825,870,Production Bowl,Beverage,168.14,1,0
2826,374,Behind Burger,Dessert,407.96,Y,Y
2827,863,Civil Thali,Dessert,228.14,Y,
2828,743,Key Meal,Main,550.52,0,
2829,517,Ahead Meal,Beverage,421.56,N,0
2830,255,Plan Pizza,Beverage,419.01,1,N
2831,765,Yeah Thali,Main,192.06,N,1
2832,624,Capital Burger,Beverage,587.04,N,0
2833,136,Year Thali,Beverage,389.61,N,0
2834,73,But Bowl,Dessert,535.31,N,0
2835,509,Respond Pizza,Main,226.99,0,N
2836,403,Evening Bowl,Main,206.54,0,N
2837,642,Yeah Bowl,Dessert,345.91,Y,1
2838,342,Need Meal,Beverage,197.72,Y,
2839,334,Time Bowl,Beverage,174.9,1,N
2840,161,Push Thali,Main,320.31,0,Y
2841,93,Nation Meal,Starter,80.03,N,1
2842,861,Fund Thali,Dessert,202.51,N,Y
2843,347,Sing Thali,Beverage,87.85,1,N
2844,274,Somebody Thali,Beverage,573.27,1,0
2845,697,Make Bowl,Main,246.58,1,Y
2846,867,Perform Pizza,Dessert,520.13,1,0
2847,971,Center Pizza,Main,308.42,1,Y
2848,566,His Thali,Starter,113.2,Y,0
2849,114,Mean Meal,Dessert,118.77,1,Y
2850,824,Actually Pizza,Dessert,146.26,Y,1
2851,852,Game Thali,Beverage,503.62,1,0
2852,500,Mention Bowl,Beverage,526.09,1,
2853,897,Will Bowl,Main,112.0,Y,1
2854,729,Morning Thali,Main,,0,0
2855,565,Citizen Thali,Dessert,,Y,1
2856,466,Account Meal,Starter,402.56,Y,0
2857,104,Easy Burger,Beverage,316.35,1,Y
2858,924,Accept Burger,Main,428.17,1,0
2859,954,Vote Meal,Main,215.47,0,N
2860,750,Hour Bowl,Dessert,365.57,0,Y
2861,969,Guess Meal,Starter,410.74,N,
2862,560,Soldier Bowl,Dessert,,Y,N
2863,523,Place Thali,Starter,407.26,1,
2864,384,Pattern Bowl,Dessert,335.66,1,0
2865,989,Black Burger,Dessert,408.71,Y,
2866,223,Hand Meal,Dessert,82.57,Y,N
2867,879,Magazine Meal,Main,512.01,0,0
2868,60,Foreign Thali,Dessert,329.76,N,Y
2869,943,Human Pizza,Beverage,437.47,1,1
2870,79,Partner Meal,Main,343.98,1,
2871,75,Sort Meal,Main,488.25,0,N
2872,541,Assume Burger,Beverage,108.61,1,
2873,671,Western Burger,Dessert,414.57,Y,0
2874,794,Thought Burger,Beverage,595.47,N,0
2875,92,Adult Thali,Dessert,586.08,1,1
2876,8,Off Pizza,Beverage,375.5,Y,
2877,656,Myself Burger,Dessert,566.65,1,Y
2878,825,Of Thali,Main,305.49,1,
2879,525,Happy Bowl,Beverage,361.92,Y,1
2880,316,Statement Pizza,Starter,204.78,0,
2881,378,Rest Meal,Starter,249.49,1,Y
2882,578,Majority Meal,Main,200.45,1,N
2883,206,Some Thali,Main,154.42,0,N
2884,981,Financial Thali,Main,325.24,0,Y
2885,707,By Burger,Starter,501.54,0,Y
2886,962,Nearly Burger,Main,362.77,Y,
2887,281,Various Burger,Beverage,,N,0
2888,233,Alone Meal,Main,385.57,1,
2889,992,Religious Thali,Beverage,342.53,N,1
2890,332,For Burger,Dessert,426.38,N,1
2891,258,There Bowl,Beverage,154.93,N,
2892,734,Various Pizza,Starter,598.91,Y,Y
2893,602,Maintain Bowl,Main,284.02,0,
2894,650,Cause Bowl,Starter,324.17,0,
2895,30,Under Pizza,Main,267.6,N,N
2896,185,Machine Bowl,Starter,393.56,N,0
2897,272,Music Thali,Dessert,167.94,0,N
2898,556,Argue Burger,Beverage,248.79,1,N
2899,519,Natural Meal,Starter,354.09,0,1
2900,639,Water Pizza,Starter,120.11,1,Y
2901,305,Feel Burger,Starter,145.77,Y,
2902,798,New Burger,Main,260.08,Y,Y
2903,425,Strategy Burger,Dessert,,1,N
2904,955,Section Bowl,Dessert,192.18,1,N
2905,57,Increase Bowl,Main,107.63,Y,N
2906,273,Quite Thali,Beverage,494.88,N,1
2907,384,College Thali,Dessert,533.51,N,
2908,948,Bed Meal,Main,83.35,N,1
2909,513,None Bowl,Starter,537.72,Y,0
2910,974,Feel Thali,Beverage,112.25,N,0
2911,156,Whether Bowl,Beverage,277.2,0,Y
2912,635,Development Bowl,Main,243.85,1,Y
2913,732,Popular Meal,Dessert,98.62,Y,
2914,70,Check Burger,Main,450.19,N,N
2915,807,Form Thali,Starter,518.76,N,1
2916,737,Number Pizza,Beverage,393.47,1,N
2917,126,Politics Meal,Beverage,346.88,0,N
2918,144,Direction Bowl,Dessert,538.65,Y,Y
2919,474,Return Burger,Main,120.68,N,0
2920,260,Audience Thali,Main,368.28,Y,0
2921,906,Stay Burger,Beverage,279.64,1,Y
2922,252,Arm Meal,Starter,575.39,1,Y
2923,570,What Meal,Beverage,489.8,N,0
2924,941,Change Bowl,Beverage,226.71,1,1
2925,860,Civil Thali,Dessert,113.05,1,N
2926,94,Nearly Pizza,Beverage,355.18,Y,0
2927,439,Prepare Burger,Dessert,595.26,1,1
2928,567,No Burger,Main,117.3,0,N
2929,309,Article Thali,Starter,471.19,Y,1
2930,292,Build Bowl,Main,166.35,1,0
2931,320,Range Pizza,Main,112.96,0,1
2932,814,Vote Pizza,Starter,419.28,N,0
2933,18,Loss Pizza,Starter,103.46,N,
2934,802,Commercial Bowl,Starter,581.44,N,N
2935,377,Visit Burger,Main,306.55,1,
2936,605,Purpose Thali,Beverage,525.83,0,Y
2937,624,Close Pizza,Beverage,595.03,N,Y
2938,599,Upon Pizza,Main,235.43,Y,Y
2939,370,Feel Burger,Dessert,161.01,Y,
2940,724,Follow Meal,Dessert,212.93,1,Y
2941,94,That Pizza,Starter,544.21,Y,Y
2942,541,Strategy Pizza,Starter,482.58,0,0
2943,12,Million Pizza,Main,260.85,1,1
2944,688,Thank Pizza,Starter,421.24,N,N
2945,735,Trouble Pizza,Main,437.85,0,Y
2946,744,Minute Pizza,Main,408.68,1,1
2947,107,Computer Meal,Starter,,1,
2948,494,Message Pizza,Starter,384.07,1,
2949,669,Eat Meal,Main,507.99,N,1
2950,166,Girl Meal,Starter,89.3,N,
2951,652,Already Pizza,Starter,141.48,Y,
2952,432,Recently Burger,Main,173.2,Y,
2953,538,Involve Meal,Beverage,595.32,1,N
2954,418,Concern Pizza,Dessert,369.37,Y,N
2955,268,Style Burger,Beverage,222.16,Y,
2956,280,Agency Meal,Starter,94.69,N,1
2957,902,Memory Bowl,Dessert,155.52,Y,0
2958,816,Education Burger,Main,510.74,1,Y
2959,475,Wonder Pizza,Beverage,281.17,0,
2960,773,Sound Bowl,Dessert,136.04,N,N
2961,694,Town Burger,Main,352.9,0,Y
2962,552,Office Burger,Dessert,522.16,0,N
2963,466,Real Pizza,Starter,374.68,N,0
2964,224,Less Thali,Main,215.5,1,N
2965,368,Forget Bowl,Beverage,589.84,1,Y
2966,314,Truth Meal,Dessert,423.17,1,
2967,711,Edge Burger,Beverage,395.43,1,1
2968,495,Call Burger,Main,102.49,0,0
2969,675,Million Meal,Beverage,191.32,1,N
2970,944,Head Burger,Starter,262.39,0,
2971,801,Wide Meal,Dessert,497.38,Y,0
2972,446,Executive Meal,Dessert,89.66,N,1
2973,546,Ability Bowl,Dessert,136.86,N,N
2974,536,Loss Pizza,Beverage,575.29,1,1
2975,934,Loss Pizza,Main,343.75,0,N
2976,364,Recognize Thali,Beverage,582.4,N,Y
2977,434,Without Pizza,Starter,307.55,Y,1
2978,581,Product Burger,Dessert,447.57,Y,1
2979,113,Sure Pizza,Starter,441.37,0,Y
2980,885,Wonder Thali,Beverage,541.72,0,N
2981,717,Also Pizza,Main,230.14,Y,0
2982,763,Which Bowl,Main,213.81,1,1
2983,340,Serve Pizza,Beverage,467.56,0,0
2984,214,View Meal,Dessert,558.35,N,N
2985,527,Garden Pizza,Main,437.54,Y,Y
2986,138,You Thali,Beverage,89.62,N,
2987,178,School Burger,Main,324.35,1,
2988,559,Animal Bowl,Dessert,127.77,1,
2989,933,Pick Pizza,Beverage,118.78,1,Y
2990,978,Less Thali,Starter,548.85,1,
2991,278,Professional Meal,Starter,353.37,N,N
2992,716,Do Meal,Dessert,193.84,N,0
2993,381,Operation Meal,Beverage,312.28,0,Y
2994,287,Movement Bowl,Dessert,325.71,Y,N
2995,114,Determine Bowl,Starter,241.84,N,Y
2996,963,Thus Pizza,Main,430.6,1,N
2997,76,Property Bowl,Main,146.59,0,1
2998,340,Smile Pizza,Starter,264.39,N,0
2999,604,Long Thali,Dessert,435.37,1,Y
3000,853,Morning Meal,Beverage,444.39,1,0
3001,405,Red Burger,Main,220.41,N,0
3002,131,Step Burger,Dessert,542.69,Y,
3003,293,Become Pizza,Main,,1,
3004,591,My Meal,Dessert,332.87,N,N
3005,728,Imagine Bowl,Beverage,82.37,N,N
3006,587,Company Pizza,Beverage,186.41,0,N
3007,654,These Bowl,Main,451.64,N,
3008,970,Once Thali,Beverage,391.59,0,0
3009,533,Edge Pizza,Beverage,,0,Y
3010,6,Hear Meal,Dessert,343.69,0,N
3011,268,Here Burger,Dessert,483.19,N,0
3012,745,Color Burger,Main,456.29,Y,Y
3013,665,From Meal,Dessert,278.62,1,Y
3014,592,Stop Pizza,Main,252.24,1,0
3015,546,Store Pizza,Dessert,597.25,0,N
3016,887,Use Pizza,Dessert,587.12,0,
3017,676,Recently Pizza,Beverage,347.15,0,Y
3018,623,Wait Burger,Main,161.59,N,
3019,789,Woman Meal,Dessert,298.02,0,N
3020,323,Sit Pizza,Main,517.61,N,0
3021,88,Strategy Meal,Main,508.69,Y,N
3022,6,Career Burger,Beverage,172.2,1,0
3023,173,Interest Thali,Starter,413.26,0,N
3024,548,Production Bowl,Dessert,,1,
3025,704,Her Pizza,Starter,292.67,Y,Y
3026,376,Media Pizza,Starter,100.44,1,1
3027,706,Ever Pizza,Dessert,447.95,Y,
3028,125,Conference Thali,Main,194.37,Y,Y
3029,673,Several Thali,Starter,500.86,N,Y
3030,2,Training Burger,Main,501.08,Y,1
3031,992,Eat Pizza,Starter,542.14,Y,1
3032,230,Couple Meal,Dessert,428.76,1,1
3033,27,Imagine Pizza,Main,146.12,0,
3034,592,Book Meal,Dessert,411.52,1,Y
3035,192,Surface Pizza,Starter,337.35,1,Y
3036,801,Certain Bowl,Main,566.99,1,1
3037,615,Public Pizza,Starter,507.9,1,1
3038,337,Send Burger,Starter,397.56,1,Y
3039,955,Style Burger,Main,419.54,Y,1
3040,640,War Meal,Main,526.3,N,N
3041,248,North Thali,Main,91.21,Y,Y
3042,822,Education Bowl,Beverage,559.18,1,1
3043,684,Foot Thali,Dessert,232.04,0,1
3044,417,Of Pizza,Main,216.43,1,
3045,561,Result Bowl,Starter,177.98,N,Y
3046,149,Those Pizza,Beverage,417.02,0,Y
3047,654,Open Burger,Beverage,459.39,Y,N
3048,705,Husband Thali,Beverage,459.85,N,1
3049,915,Hair Meal,Dessert,589.82,Y,1
3050,100,Reach Meal,Beverage,198.71,0,Y
3051,817,Culture Pizza,Dessert,185.11,N,1
3052,470,Require Meal,Beverage,,N,
3053,861,He Pizza,Main,307.2,0,0
3054,557,Improve Burger,Main,444.84,0,N
3055,769,Respond Meal,Dessert,128.01,Y,1
3056,103,Soldier Pizza,Starter,246.02,Y,
3057,269,Commercial Thali,Beverage,349.55,1,Y
3058,341,Election Meal,Starter,510.89,N,
3059,67,Air Thali,Dessert,227.27,N,Y
3060,628,Safe Bowl,Starter,483.43,1,0
3061,410,Available Pizza,Starter,372.96,Y,Y
3062,231,Body Pizza,Main,179.8,0,N
3063,616,Down Pizza,Starter,315.93,1,1
3064,730,Star Thali,Dessert,171.68,0,1
3065,659,Discuss Meal,Main,268.88,0,Y
3066,262,Second Burger,Beverage,106.94,Y,
3067,834,Present Bowl,Dessert,269.59,0,
3068,790,Rest Burger,Dessert,259.75,0,1
3069,608,Close Burger,Main,273.46,0,
3070,216,Lawyer Bowl,Dessert,117.63,Y,Y
3071,932,Meeting Pizza,Starter,148.31,Y,
3072,912,Option Pizza,Beverage,318.71,N,0
3073,4,Hear Burger,Dessert,523.12,1,
3074,989,Military Bowl,Beverage,491.34,Y,1
3075,903,Human Pizza,Main,305.82,1,Y
3076,738,About Burger,Main,515.01,0,1
3077,124,Amount Burger,Beverage,532.94,0,0
3078,108,Send Bowl,Dessert,580.05,Y,N
3079,229,Find Pizza,Main,543.3,1,Y
3080,841,Couple Burger,Main,433.18,1,Y
3081,406,Rest Burger,Dessert,,N,
3082,293,Enjoy Bowl,Beverage,521.65,0,Y
3083,634,Apply Meal,Starter,576.59,N,0
3084,378,Need Burger,Main,472.41,N,1
3085,827,Measure Burger,Beverage,506.0,N,Y
3086,924,Shake Bowl,Starter,320.78,0,N
3087,367,Seven Bowl,Main,256.96,1,1
3088,433,Second Meal,Beverage,376.59,0,
3089,907,Hard Meal,Beverage,584.01,0,0
3090,319,Cultural Pizza,Dessert,227.36,1,Y
3091,426,Four Bowl,Dessert,176.53,N,N
3092,646,Third Pizza,Starter,230.64,0,N
3093,758,Perform Bowl,Beverage,569.18,N,N
3094,792,Case Burger,Dessert,435.4,1,0
3095,337,Kid Thali,Beverage,564.06,Y,Y
3096,626,Upon Thali,Beverage,454.91,1,
3097,867,Act Bowl,Beverage,242.11,1,
3098,685,Ok Bowl,Dessert,577.66,N,1
3099,209,Side Pizza,Starter,523.02,Y,0
3100,551,Would Pizza,Beverage,485.64,1,
3101,992,Child Pizza,Beverage,406.23,N,Y
3102,446,Make Meal,Main,297.76,N,1
3103,954,Enough Bowl,Starter,334.06,0,N
3104,383,Different Burger,Beverage,450.5,N,N
3105,362,Card Bowl,Main,440.3,N,Y
3106,29,Daughter Thali,Starter,546.91,0,Y
3107,882,Guy Burger,Beverage,555.78,0,Y
3108,706,Receive Bowl,Beverage,216.53,Y,
3109,736,Write Burger,Main,552.36,1,
3110,610,Condition Bowl,Main,550.52,0,0
3111,532,Exactly Thali,Starter,,0,1
3112,360,Material Bowl,Main,284.75,Y,0
3113,845,Book Thali,Dessert,209.19,1,
3114,549,Short Thali,Beverage,183.61,N,0
3115,315,Method Meal,Dessert,597.05,N,
3116,89,Race Thali,Beverage,113.03,Y,
3117,395,Subject Thali,Dessert,190.71,1,Y
3118,789,Mean Thali,Beverage,219.32,N,1
3119,207,Mouth Burger,Dessert,495.8,Y,0
3120,588,Often Thali,Dessert,566.52,1,
3121,576,Benefit Bowl,Dessert,557.31,N,Y
3122,543,Occur Thali,Starter,448.38,Y,
3123,250,Save Pizza,Starter,340.88,N,
3124,705,List Burger,Dessert,199.57,Y,
3125,928,Note Thali,Dessert,469.25,N,0
3126,668,Final Meal,Dessert,112.34,0,N
3127,77,Play Bowl,Starter,478.52,Y,Y
3128,751,Crime Bowl,Starter,412.86,1,Y
3129,114,Beautiful Bowl,Starter,151.9,N,
3130,600,Talk Bowl,Starter,306.43,0,0
3131,894,Something Meal,Starter,371.14,N,
3132,783,Hotel Thali,Main,409.87,Y,1
3133,862,Mrs Thali,Beverage,446.86,0,
3134,182,Current Pizza,Main,184.6,0,Y
3135,835,After Bowl,Main,181.06,0,1
3136,911,Federal Meal,Starter,592.05,1,0
3137,656,Executive Meal,Starter,,N,0
3138,807,Begin Thali,Starter,426.8,Y,Y
3139,412,Base Pizza,Main,241.02,1,N
3140,408,Understand Bowl,Main,412.4,1,
3141,395,Describe Bowl,Dessert,101.15,Y,0
3142,660,Standard Meal,Starter,553.29,Y,Y
3143,976,Relate Thali,Beverage,420.72,1,Y
3144,900,Win Pizza,Starter,418.16,N,1
3145,418,Far Thali,Starter,433.03,0,0
3146,72,News Bowl,Beverage,,0,N
3147,516,Worker Thali,Main,227.23,N,
3148,44,Our Burger,Starter,,1,N
3149,150,Often Meal,Main,343.96,Y,0
3150,299,Budget Thali,Main,544.2,N,
3151,737,My Pizza,Main,370.32,1,Y
3152,809,Book Meal,Dessert,208.12,N,0
3153,199,Man Burger,Beverage,585.85,N,N
3154,439,Be Pizza,Starter,564.73,1,1
3155,758,Than Pizza,Beverage,333.89,N,Y
3156,868,Eat Pizza,Dessert,304.91,1,
3157,531,Body Bowl,Main,523.22,Y,Y
3158,922,She Burger,Dessert,462.18,0,
3159,252,Red Bowl,Dessert,270.96,0,1
3160,49,Either Meal,Main,382.33,Y,Y
3161,703,Specific Meal,Dessert,488.67,0,1
3162,899,Billion Bowl,Main,142.38,1,N
3163,377,Near Meal,Starter,491.14,Y,N
3164,463,Front Thali,Main,476.56,Y,0
3165,491,About Meal,Beverage,100.71,Y,Y
3166,755,Bag Meal,Dessert,509.67,0,0
3167,802,Significant Thali,Dessert,477.23,0,N
3168,237,Minute Thali,Beverage,210.92,N,
3169,42,General Bowl,Main,213.99,Y,Y
3170,257,Resource Pizza,Dessert,260.97,0,Y
3171,595,Strategy Meal,Beverage,135.93,Y,Y
3172,586,Charge Meal,Starter,169.91,1,1
3173,355,System Meal,Beverage,351.05,Y,N
3174,68,Risk Thali,Beverage,365.89,Y,N
3175,65,Type Meal,Beverage,215.25,Y,1
3176,31,Feel Pizza,Beverage,249.99,0,Y
3177,434,Cut Pizza,Dessert,193.42,N,
3178,755,Watch Burger,Beverage,295.56,N,N
3179,401,Purpose Thali,Starter,319.32,0,1
3180,114,Future Burger,Dessert,411.96,N,1
3181,367,Fire Meal,Dessert,537.53,Y,1
